tradeDate,stockCode,stockName,openPrice,highPrice,lowPrice,closePrice,changeSign,change,totalShares,totalAmount,foreignNetShares,investmentNetShares,dealerNetShares,foreignBuyShares,investmentBuyShares,dealerBuyShares,foreignSellShares,investmentSellShares,dealerSellShares
20251015,2883,凱基金,15.5,15.8,15.4,15.8,+,0.5,84215050,1319606208.0,26897654,4474000,4363842,46475007,4492000,4708587,19577353,18000,344745
20251015,2887,台新新光金,19.15,19.9,18.95,19.8,+,0.8,203202123,3978454804.0,20402316,7357000,3820589,101625853,9831000,5975589,81223537,2474000,2155000
20251015,00882,中信中國高股息,14.05,14.25,14.05,14.21,-,0.01,26875186,381262867.0,5700000,0,17526542,6082000,0,18032958,382000,0,506416
20251015,2890,永豐金,26.25,26.45,26.1,26.45,+,0.2,30793649,810269097.0,10519929,2789000,1974812,17748378,3045000,2131827,7228449,256000,157015
20251015,3037,欣興,148.5,159.5,148.5,158.5,+,12.5,40885807,6376197883.0,10520953,1200000,924910,20875284,1213000,1339310,10354331,13000,414400
20251015,00929,復華台灣科技優息,18.19,18.32,18.14,18.32,+,0.17,18996487,347091562.0,-4032778,0,11772923,392322,0,15096966,4425100,0,3324043
20251015,2301,光寶科,160.5,163.5,158.5,161.5,+,1.5,35671295,5734819787.0,5723944,261000,162850,17244398,266000,997297,11520454,5000,834447
20251015,00940,元大台灣價值高息,9.35,9.41,9.34,9.4,+,0.04,21863315,205050110.0,-3090000,0,8781486,1035000,0,11227400,4125000,0,2445914
20251015,3711,日月光投控,172.0,178.0,170.0,178.0,+,8.5,21690968,3796777502.0,4962291,-519067,1122141,15348800,137000,1296484,10386509,656067,174343
20251015,2801,彰銀,20.2,20.65,20.2,20.55,+,0.35,20265952,414604784.0,6262363,64000,-847000,10743493,83000,251000,4481130,19000,1098000
20251015,00713,元大台灣高息低波,51.15,51.3,51.05,51.25,+,0.1,8498114,434914264.0,148464,0,5096739,228450,0,5460340,79986,0,363601
20251015,8996,高力,460.5,506.0,457.0,506.0,+,45.5,20463016,10052288375.0,3957979,523000,13715,8138686,543000,434017,4180707,20000,420302
20251015,2845,遠東銀,12.4,12.5,12.4,12.45,+,0.1,11018164,137152133.0,4362827,-19000,17000,6486591,0,17000,2123764,19000,0
20251015,2884,玉山金,32.95,33.0,32.7,32.95,+,0.15,18436504,605246674.0,4163364,-292000,341925,13908925,214000,403000,9745561,506000,61075
20251015,2881,富邦金,88.9,89.6,88.3,89.6,+,1.4,23902852,2134026384.0,1221914,207888,2183598,18560781,278000,2805852,17338867,70112,622254
20251015,1303,南亞,40.3,41.15,39.6,40.5,+,0.3,29922274,1208110390.0,5648337,-1513000,-672766,12274222,50000,1107892,6625885,1563000,1780658
20251015,00939,統一台灣高息動能,14.05,14.15,14.02,14.15,+,0.1,4979287,70236523.0,109000,0,3307337,190000,0,4109607,81000,0,802270
20251015,2605,新興,24.5,26.25,23.9,25.5,+,0.7,59966343,1507081637.0,2380404,0,867691,18887304,0,2369481,16506900,0,1501790
20251015,2880,華南金,29.5,29.65,29.3,29.65,+,0.15,13449711,397316184.0,1383893,523000,1199813,8828576,579000,2342000,7444683,56000,1142187
20251015,6139,亞翔,418.0,451.0,413.0,451.0,+,41.0,13591651,5965293276.0,2540968,106000,437400,4912502,107000,670637,2371534,1000,233237
20251015,2515,中工,10.8,11.15,10.8,11.05,+,0.25,18846724,208048659.0,3098469,0,-175000,17105000,0,16000,14006531,0,191000
20251015,9904,寶成,28.75,28.95,28.6,28.95,+,0.4,14386428,415690597.0,2638467,-34000,254412,12318000,0,593000,9679533,34000,338588
20251015,00961,FT臺灣永續高息,9.4,9.43,9.36,9.41,-,0.01,5821719,54760596.0,365000,0,2353697,598000,0,3987000,233000,0,1633303
20251015,8046,南電,263.0,281.5,260.5,281.5,+,25.5,46631647,12796388304.0,1667963,1159000,-155624,10994358,1159000,912762,9326395,0,1068386
20251015,3056,富華新,20.0,21.1,19.85,21.1,+,1.05,8332283,174593565.0,2668176,0,-18103,7596726,0,1000,4928550,0,19103
20251015,00941,中信上游半導體,15.64,15.95,15.64,15.93,+,0.29,11622287,183584119.0,6059000,0,-3429158,6059000,0,3091842,0,0,6521000
20251015,2316,楠梓電,96.5,100.5,95.9,99.5,+,4.6,8085707,799504677.0,2474300,-38000,116150,4129000,0,144093,1654700,38000,27943
20251015,6505,台塑化,40.8,42.0,40.35,41.15,+,0.35,7715058,319596508.0,2033006,13000,351163,5347422,18000,498327,3314416,5000,147164
20251015,00915,凱基優選高股息30,22.44,22.55,22.39,22.51,+,0.09,3338001,75009746.0,165000,0,2226144,198000,0,2668950,33000,0,442806
20251015,3702,大聯大,60.9,64.4,60.9,64.4,+,3.5,12695659,806332846.0,2942783,62000,-639226,11357908,81000,475000,8415125,19000,1114226
20251015,2330,台積電,1435.0,1465.0,1425.0,1465.0,+,40.0,45432176,65812420573.0,121018,-388328,2558627,25526165,200000,3110030,25405147,588328,551403
20251015,00927,群益半導體收益,19.85,20.07,19.72,20.06,+,0.29,4237494,84653093.0,9660,0,2184745,159000,0,3451505,149340,0,1266760
20251015,2481,強茂,78.8,84.8,77.4,84.8,+,7.7,77407285,6331373065.0,17076,942000,1209850,15121000,942000,2116148,15103924,0,906298
20251015,00946,群益科技高息成長,10.1,10.25,10.05,10.24,+,0.2,4034250,41134727.0,-194000,0,2347390,135000,0,2901651,329000,0,554261
20251015,1808,潤隆,28.55,30.85,28.55,30.75,+,2.65,6116191,184240960.0,2042905,0,21024,3805995,0,22086,1763090,0,1062
20251015,4904,遠傳,91.6,92.0,91.2,91.8,+,0.2,6390723,585454988.0,2049072,-180000,-7425,5587109,106000,78593,3538037,286000,86018
20251015,00891,中信關鍵半導體,18.45,18.66,18.35,18.65,+,0.3,4422381,82008369.0,23000,0,1739933,178000,0,2408893,155000,0,668960
20251015,2374,佳能,81.3,82.7,80.2,82.1,+,1.6,5901774,482619702.0,1601731,0,9607,2417031,0,29647,815300,0,20040
20251015,1504,東元,106.0,109.5,104.5,108.0,+,4.0,43927088,4715716618.0,80046,278000,1161841,20986073,445000,1376054,20906027,167000,214213
20251015,00951,台新日本半導體,10.3,10.5,10.26,10.48,+,0.28,3499115,36359810.0,292950,0,1160443,402000,0,2573790,109050,0,1413347
20251015,2528,皇普,30.55,31.55,29.3,31.55,+,1.3,5337735,166660820.0,1453050,0,-2000,4664672,0,8000,3211622,0,10000
20251015,1227,佳格,31.55,33.95,31.4,33.95,+,2.4,4712925,157491923.0,1443914,0,-10992,3649314,0,8,2205400,0,11000
20251015,2337,旺宏,25.8,26.2,25.1,25.9,+,0.2,25248013,649800872.0,77872,594000,741578,8575349,594000,1279578,8497477,0,538000
20251015,3189,景碩,127.0,134.5,126.5,134.5,+,12.0,31246546,4117754864.0,1457300,142000,-221275,7536000,175000,342986,6078700,33000,564261
20251015,2612,中航,54.1,59.2,53.5,57.2,+,2.0,14505873,825391834.0,1368260,0,6434,5388460,0,90953,4020200,0,84519
20251015,3044,健鼎,310.0,328.0,307.0,322.0,+,16.5,6527899,2092450454.0,829488,276000,242442,3618785,413000,335328,2789297,137000,92886
20251015,2867,三商壽,6.15,6.22,6.12,6.19,+,0.07,8610564,53144031.0,1338575,0,-1000,2820000,0,0,1481425,0,1000
20251015,9938,百和,57.0,59.3,56.6,59.2,+,3.0,6050105,355089534.0,629599,304000,401505,3234199,304000,512668,2604600,0,111163
20251015,1560,中砂,319.0,334.0,313.5,334.0,+,20.0,3363102,1098524280.0,1147530,0,174107,1652700,3000,209262,505170,3000,35155
20251015,8210,勤誠,609.0,652.0,606.0,651.0,+,52.0,3700029,2348073461.0,1018107,138000,142702,1641000,145000,174757,622893,7000,32055
20251015,1717,長興,39.95,40.05,38.5,38.95,-,1.0,9490551,370701321.0,1706507,-180000,-268847,3428279,13000,47000,1721772,193000,315847
20251015,5608,四維航,18.1,18.95,17.7,17.95,-,1.0,18741071,341923765.0,1102085,0,-1144,5270000,0,40960,4167915,0,42104
20251015,00905,FT臺灣Smart,16.41,16.62,16.34,16.62,+,0.23,2380019,39279521.0,14250,0,1043688,38323,0,1379147,24073,0,335459
20251015,00923,群益台ESG低碳50,24.05,24.4,23.96,24.4,+,0.42,3027078,73221761.0,67000,0,979208,95000,0,1977792,28000,0,998584
