tradeDate,stockCode,stockName,openPrice,highPrice,lowPrice,closePrice,changeSign,change,totalShares,totalAmount,foreignNetShares,investmentNetShares,dealerNetShares,foreignBuyShares,investmentBuyShares,dealerBuyShares,foreignSellShares,investmentSellShares,dealerSellShares
20251020,00940,元大台灣價值高息,9.52,9.55,9.5,9.51,+,0.05,65512832,623329261.0,12358000,0,47467476,12947000,0,49135476,589000,0,1668000
20251020,2344,華邦電,45.6,48.0,44.05,46.35,+,2.4,578807421,26476039502.0,48951295,2614000,5355169,156874982,4627000,16040673,107923687,2013000,10685504
20251020,2317,鴻海,230.0,239.5,229.0,238.5,+,12.0,152953266,36075523914.0,38567657,-429369,5115010,60725691,2363000,5754005,22158034,2792369,638995
20251020,2887,台新新光金,19.45,19.8,19.45,19.75,+,0.35,82288555,1617736945.0,36923878,-286000,628760,56204859,581000,1027760,19280981,867000,399000
20251020,00878,國泰永續高股息,21.45,21.48,21.38,21.46,+,0.1,47868873,1026035390.0,12302464,0,14086804,12711148,0,16775767,408684,0,2688963
20251020,00929,復華台灣科技優息,18.55,18.62,18.49,18.62,+,0.16,27324923,507587962.0,3101645,0,19793343,3466154,0,20256512,364509,0,463169
20251020,00919,群益台灣精選高息,21.42,21.46,21.31,21.33,-,0.01,60504830,1292250455.0,7751764,0,9069710,9792723,0,13263293,2040959,0,4193583
20251020,2303,聯電,46.05,46.25,45.85,46.1,+,0.35,33201429,1528222474.0,16274833,-355640,736041,24104605,909000,864041,7829772,1264640,128000
20251020,00918,大華優利高填息30,22.61,22.64,22.55,22.62,+,0.18,19211557,434207244.0,2805000,0,12756536,3164000,0,12770672,359000,0,14136
20251020,2330,台積電,1460.0,1495.0,1455.0,1480.0,+,30.0,34972122,51667454455.0,5823264,1075317,565898,19093134,1395000,1124138,13269870,319683,558240
20251020,00939,統一台灣高息動能,14.28,14.29,14.23,14.26,+,0.08,8317261,118593096.0,3654000,0,3628327,3654000,0,4350325,0,0,721998
20251020,2327,國巨*,190.5,198.0,188.0,196.0,+,11.5,90463570,17523372156.0,3566543,1064025,1648694,25378766,1177000,2132152,21812223,112975,483458
20251020,00713,元大台灣高息低波,51.6,51.65,51.35,51.5,+,0.1,11826008,609292065.0,1185942,-212000,5022898,1541462,0,5588898,355520,212000,566000
20251020,00941,中信上游半導體,16.1,16.15,16.1,16.13,+,0.17,6768503,109156548.0,3556060,0,1971614,3619060,0,2336614,63000,0,365000
20251020,00961,FT臺灣永續高息,9.53,9.53,9.44,9.49,,0.0,7536325,71508285.0,236015,0,5088467,311015,0,6657241,75000,0,1568774
20251020,00915,凱基優選高股息30,22.7,22.72,22.59,22.66,+,0.04,5395154,122185317.0,497015,0,4404522,497015,0,4408843,0,0,4321
20251020,00924,復華S&P500成長,27.74,27.8,27.7,27.75,+,0.3,6163296,170922385.0,1203000,0,3399792,1203000,0,3614000,0,0,214208
20251020,00934,中信成長高股息,20.38,20.41,20.27,20.38,,0.0,5564127,113282289.0,758000,0,3750538,853000,0,4456430,95000,0,705892
20251020,00882,中信中國高股息,14.46,14.55,14.42,14.46,+,0.05,11662686,168801429.0,1048000,0,3437241,1485000,0,6042986,437000,0,2605745
20251020,2883,凱基金,15.85,15.95,15.65,15.7,-,0.05,31554247,497674501.0,7530256,-3851000,661633,17992256,578000,763400,10462000,4429000,101767
20251020,1504,東元,114.0,119.5,113.5,119.5,+,10.5,72149077,8482240596.0,2994669,213191,935803,19015000,537000,1155756,16020331,323809,219953
20251020,00646,元大S&P500,64.0,64.2,63.95,63.95,+,0.65,5505361,352424641.0,152294,0,3402884,244858,0,3670000,92564,0,267116
20251020,0056,元大高股息,37.27,37.49,37.27,37.49,+,0.38,51742253,1935033342.0,97085,2500000,949197,4547029,2500000,2505000,4449944,0,1555803
20251020,00927,群益半導體收益,20.42,20.49,20.28,20.49,,0.0,5803399,118583218.0,61100,0,3263306,215100,0,4933210,154000,0,1669904
20251020,2408,南亞科,108.0,110.0,104.0,107.0,+,3.0,216252568,23062498152.0,1078339,2546000,-386940,57414108,2556000,4567455,56335769,10000,4954395
20251020,2812,台中銀,22.35,22.5,22.15,22.4,+,0.15,9220976,206417164.0,5161807,-2121000,90527,6719621,214000,94000,1557814,2335000,3473
20251020,2515,中工,11.2,11.4,11.2,11.3,+,0.15,6110456,69102415.0,3025000,0,21097,3625000,0,21097,600000,0,0
20251020,2356,英業達,44.3,45.4,44.05,45.1,+,1.25,12634995,566143480.0,1084973,1622000,323872,4464308,2268000,447791,3379335,646000,123919
20251020,2481,強茂,85.0,89.8,85.0,89.8,+,8.1,28175374,2496689985.0,2116000,0,831852,5506000,0,982253,3390000,0,150401
20251020,3013,晟銘電,128.0,135.0,126.5,132.0,+,8.5,24145150,3173241560.0,1462230,916000,351733,5997270,986000,469192,4535040,70000,117459
20251020,00891,中信關鍵半導體,19.03,19.21,19.01,19.17,+,0.2,4217941,80717585.0,16000,0,2498239,55000,0,2611143,39000,0,112904
20251020,1808,潤隆,33.4,35.0,33.4,34.35,+,1.1,8136267,281285698.0,2491000,0,3757,4029000,0,3757,1538000,0,0
20251020,3711,日月光投控,193.5,200.5,191.0,200.0,+,4.0,24539310,4846189177.0,2516692,219353,-250444,14718519,377000,593419,12201827,157647,843863
20251020,00946,群益科技高息成長,10.27,10.3,10.24,10.29,+,0.08,5683453,58369561.0,284000,0,2110048,311000,0,3710550,27000,0,1600502
20251020,2313,華通,86.7,88.0,85.6,86.6,+,0.7,20036351,1735010906.0,1714103,582000,52003,7421103,582000,322002,5707000,0,269999
20251020,2353,宏碁,31.1,31.55,30.8,31.35,+,0.7,23541272,735723889.0,2529483,-300000,103220,10695019,42000,1117438,8165536,342000,1014218
20251020,9904,寶成,29.3,29.6,29.15,29.2,+,0.05,8872790,259814308.0,3746000,-1378000,-41627,5915000,0,125151,2169000,1378000,166778
20251020,2329,華泰,47.3,49.6,46.8,49.05,+,2.25,11783883,570487038.0,1991962,0,144610,3778064,0,278380,1786102,0,133770
20251020,3305,昇貿,100.0,100.5,96.2,97.5,-,2.1,7388031,724976508.0,2229124,-30000,-120873,3424124,0,24000,1195000,30000,144873
20251020,2354,鴻準,67.8,69.4,67.7,68.7,+,1.9,12593908,863077036.0,1488090,13295,461311,4288390,15000,562036,2800300,1705,100725
20251020,2316,楠梓電,95.0,100.5,95.0,97.8,+,3.2,7440929,732141313.0,1853000,66000,39886,3303000,66000,52456,1450000,0,12570
20251020,9945,潤泰新,30.2,30.4,29.9,30.15,,0.0,6047219,181802824.0,2076590,0,-156040,4099590,0,100605,2023000,0,256645
20251020,2492,華新科,106.0,113.5,104.5,113.5,+,10.0,39775334,4314720882.0,1438030,0,435333,9542050,0,670812,8104020,0,235479
20251020,00930,永豐ESG低碳高息,17.35,17.55,17.35,17.51,+,0.24,2666793,46586912.0,277000,0,1564288,296000,0,2191288,19000,0,627000
20251020,8926,台汽電,49.5,51.4,49.5,50.1,+,0.75,6168626,311069076.0,1800786,2000,8864,2835116,2000,14864,1034330,0,6000
20251020,00951,台新日本半導體,10.79,10.84,10.76,10.83,+,0.23,3423075,37013276.0,-43000,0,1749644,0,0,2438744,43000,0,689100
20251020,8103,瀚荃,76.0,76.4,71.8,75.4,+,5.9,15531581,1173366700.0,1640780,0,25947,3787080,0,103476,2146300,0,77529
20251020,6153,嘉聯益,14.55,15.35,14.55,15.25,+,0.9,5505516,83220322.0,1690098,0,-30343,2721098,0,58000,1031000,0,88343
20251020,2890,永豐金,26.25,26.25,25.85,26.05,-,0.05,14308762,371917720.0,1119018,322881,206393,5915942,536000,338000,4796924,213119,131607
20251020,00936,台新永續高息中小,15.69,15.69,15.56,15.62,+,0.01,2071044,32354333.0,333000,0,1284102,348000,0,1555962,15000,0,271860
20251020,2363,矽統,56.5,57.5,56.1,56.8,+,0.8,4981507,283673388.0,1489000,0,83017,2310000,0,109017,821000,0,26000
20251020,1605,華新,29.25,30.85,28.75,30.55,+,1.5,160159248,4762829486.0,-4661005,2724658,3463146,35205170,2727000,6208696,39866175,2342,2745550
20251020,2449,京元電子,176.5,179.5,174.0,178.0,+,3.0,16711824,2959043028.0,2349457,-1689000,824547,7594266,91000,994113,5244809,1780000,169566
20251020,00947,台新臺灣IC設計,16.29,16.35,16.14,16.3,+,0.22,1934133,31421623.0,0,0,1257202,2000,0,1849267,2000,0,592065
20251020,6505,台塑化,44.05,44.6,43.35,43.85,+,0.1,4953884,217138103.0,1440120,108522,-320696,2647120,115000,135795,1207000,6478,456491
20251020,2472,立隆電,90.8,95.2,90.5,93.8,+,5.0,13809672,1285452701.0,235039,524000,386186,3478040,524000,487134,3243001,0,100948
20251020,4919,新唐,62.4,64.7,62.3,64.0,+,1.9,3043926,194845939.0,1056950,0,71422,1532050,0,91482,475100,0,20060
20251020,00912,中信臺灣智慧50,20.73,20.86,20.69,20.83,,0.0,1466179,30414199.0,-6800,0,1106536,200,0,1407000,7000,0,300464
20251020,2392,正崴,48.2,49.3,48.2,48.95,+,1.1,3179565,155512168.0,822000,157000,72640,1483000,157000,81296,661000,0,8656
20251020,2208,台船,21.9,22.0,21.1,21.2,-,0.55,8691684,185139845.0,1114000,2000,-66000,2125000,2000,4000,1011000,0,70000
20251020,1609,大亞,42.65,42.95,41.85,42.45,+,0.2,5717587,241842338.0,1012154,-5841,41351,2218254,1000,117390,1206100,6841,76039
20251020,2617,台航,28.9,29.15,28.75,29.05,+,0.2,1657130,48023714.0,1011108,0,22000,1152108,0,22000,141000,0,0
20251020,2421,建準,135.0,137.5,133.5,136.5,+,1.0,3911539,531223106.0,1022041,1000,7738,1741041,1000,72486,719000,0,64748
20251020,00902,中信電池及儲能,12.05,12.22,11.99,12.1,+,0.02,5690814,68973921.0,-74000,0,1082509,200000,0,4397916,274000,0,3315407
20251020,00757,統一FANG+,117.45,117.6,117.3,117.45,+,1.45,2470405,290180011.0,527982,0,479015,552110,0,749015,24128,0,270000
20251020,1608,華榮,30.8,31.25,30.3,31.1,+,0.85,3338621,102726282.0,925000,32000,9528,1488000,32000,9528,563000,0,0
20251020,3059,華晶科,47.5,48.45,47.0,48.3,+,1.1,4451530,212074563.0,973000,0,-9282,1875000,0,21328,902000,0,30610
20251020,2401,凌陽,22.8,23.1,22.6,23.0,+,0.35,2086501,47744301.0,848000,0,76256,1180000,0,79150,332000,0,2894
20251020,2337,旺宏,27.55,29.4,26.8,29.4,+,2.65,120446260,3419308987.0,-481182,-2000,1379882,24522001,0,4042505,25003183,2000,2662623
20251020,00949,復華日本龍頭,17.7,17.83,17.7,17.82,+,0.29,1905225,33885048.0,336000,0,553239,336000,0,1203772,0,0,650533
20251020,8261,富鼎,94.7,96.8,94.4,96.3,+,3.4,2462984,236085537.0,777033,55000,26130,1121033,55000,26320,344000,0,190
20251020,00923,群益台ESG低碳50,24.7,25.0,24.66,24.96,+,0.37,3160416,78714765.0,163000,0,679098,192000,0,1556049,29000,0,876951
20251020,4916,事欣科,54.1,54.3,53.0,53.4,-,0.7,2621198,139921409.0,840000,0,-362,1115000,0,5000,275000,0,5362
20251020,00752,中信中國50,26.32,26.72,26.32,26.57,+,0.45,5093410,135400949.0,706074,0,106591,762100,0,1346740,56026,0,1240149
20251020,00932,兆豐永續高息等權,14.61,14.66,14.59,14.65,+,0.12,907680,13269893.0,39000,0,759842,116000,0,759900,77000,0,58
20251020,4904,遠傳,93.4,93.4,92.0,92.8,+,0.3,2930517,271966929.0,844799,-147000,71828,2562075,26000,88828,1717276,173000,17000
20251020,8422,可寧衛*,208.0,215.0,208.0,212.0,+,5.0,1735416,368354235.0,434021,1000,324121,608021,1000,448615,174000,0,124494
20251020,9907,統一實,18.25,18.35,18.15,18.25,+,0.05,1939745,35418314.0,742258,-4000,9000,1320258,0,9001,578000,4000,1
20251020,6278,台表科,107.0,108.0,106.0,107.0,+,1.0,1774877,190479818.0,915049,-166978,-5000,1173049,106000,4000,258000,272978,9000
20251020,2501,國建,23.8,24.0,23.45,24.0,+,0.2,2019197,48081124.0,-141849,767000,17747,697151,767000,36000,839000,0,18253
20251020,8070,長華*,44.4,44.4,43.6,44.2,-,0.4,3070543,135029241.0,629000,4000,6348,1084000,4000,9385,455000,0,3037
20251020,9105,泰金寶-DR,6.4,6.4,6.27,6.31,-,0.04,14637777,92488111.0,599000,0,37504,3670000,0,37920,3071000,0,416
20251020,2355,敬鵬,33.4,33.75,33.1,33.45,+,0.2,1638764,54679871.0,622109,-9532,21191,905109,0,22660,283000,9532,1469
20251020,2376,技嘉,280.0,285.0,279.0,285.0,+,6.5,3590308,1016556969.0,-49019,370000,309008,1528064,379000,352828,1577083,9000,43820
20251020,2882,國泰金,65.6,66.1,65.1,65.3,+,0.1,8399132,549788231.0,371436,-217620,473976,4391518,214000,597981,4020082,431620,124005
20251020,6257,矽格,94.5,97.0,93.4,96.0,+,2.6,4969992,474709527.0,431053,-98178,275589,1872053,0,342936,1441000,98178,67347
20251020,00896,中信綠能及電動車,19.23,19.41,19.18,19.38,+,0.26,1341036,25900935.0,-150000,0,747802,35000,0,1022802,185000,0,275000
20251020,2633,台灣高鐵,27.35,27.55,27.3,27.3,-,0.05,2606601,71458405.0,583627,6000,7000,1702264,6000,20000,1118637,0,13000
20251020,3041,揚智,29.35,30.45,29.1,30.35,+,1.05,1709252,51349969.0,585000,0,4000,798000,0,4000,213000,0,0
20251020,2880,華南金,29.8,29.85,29.45,29.7,-,0.05,6624559,196468777.0,566823,-218000,215781,5140236,386000,345000,4573413,604000,129219
20251020,1104,環泥,31.2,31.55,31.05,31.5,+,0.4,1517195,47656911.0,525127,4000,24000,709127,4000,44000,184000,0,20000
20251020,1905,華紙,12.45,12.65,12.3,12.45,+,0.15,1937818,24197868.0,472000,0,79000,859000,0,85000,387000,0,6000
20251020,00636,國泰中國A50,25.23,25.4,25.2,25.27,-,0.05,1455278,36778034.0,92000,0,450873,106000,0,1188294,14000,0,737421
20251020,3045,台灣大,111.5,112.0,110.5,111.5,,0.0,6211761,691664509.0,568375,-124000,94090,3951080,11000,178796,3382705,135000,84706
20251020,6442,光聖,800.0,872.0,798.0,857.0,+,64.0,7307785,6214458932.0,413730,88000,32746,2051100,123000,113767,1637370,35000,81021
20251020,2855,統一證,24.0,24.2,23.7,23.95,+,0.15,2690577,64364627.0,-193700,722000,0,1141400,722000,0,1335100,0,0
20251020,2428,興勤,178.0,185.5,176.5,184.5,+,11.0,4085485,740590022.0,184122,165000,176202,1145122,165000,198910,961000,0,22708
20251020,6962,奕力-KY,43.55,44.05,43.4,43.95,+,0.6,1634638,71528386.0,510090,0,2305,735090,0,3305,225000,0,1000
20251020,2405,輔信,18.5,18.8,18.25,18.65,+,0.25,1780528,32991470.0,507000,0,-2000,889000,0,1000,382000,0,3000
20251020,2368,金像電,405.0,416.0,405.0,414.0,+,10.0,5304866,2182411911.0,1679008,-1247000,65516,3164739,15000,266318,1485731,1262000,200802
