tradeDate,stockCode,stockName,openPrice,highPrice,lowPrice,closePrice,changeSign,change,totalShares,totalAmount,foreignNetShares,investmentNetShares,dealerNetShares,foreignBuyShares,investmentBuyShares,dealerBuyShares,foreignSellShares,investmentSellShares,dealerSellShares
20250925,2317,鴻海,223.0,231.0,222.5,230.0,+,7.0,126590277,28960571650.0,53087118,8036000,4405397,70607163,8368000,5781094,17520045,332000,1375697
20250925,3231,緯創,122.0,127.5,121.5,125.5,+,4.0,101244021,12679792269.0,39648591,1327000,1822471,51989261,1672000,2655670,12340670,345000,833199
20250925,3481,群創,14.25,15.6,14.25,14.8,+,0.6,383141474,5801216683.0,21459020,8300,10349991,91145128,8300,15121095,69686108,0,4771104
20250925,2887,台新新光金,17.8,18.1,17.7,17.7,-,0.05,131369982,2355743232.0,26966897,4330000,27539,70360627,5311000,2314539,43393730,981000,2287000
20250925,0056,元大高股息,36.89,37.26,36.84,36.96,+,0.07,57632904,2134918325.0,-5432142,0,34985674,2495289,0,35837383,7927431,0,851709
20250925,00940,元大台灣價值高息,9.54,9.6,9.49,9.5,-,0.06,45478642,434404562.0,-4354250,0,29073339,2434050,0,33517758,6788300,0,4444419
20250925,00830,國泰費城半導體,49.4,49.48,49.32,49.34,-,0.11,25340544,1252107351.0,12922567,0,6990840,13076650,0,7533840,154083,0,543000
20250925,1303,南亞,38.5,41.2,38.4,40.9,+,2.3,84120960,3417036005.0,8162110,7155488,2148664,26402110,7216000,5149078,18240000,60512,3000414
20250925,00929,復華台灣科技優息,18.92,19.0,18.79,18.82,-,0.11,33232893,628714303.0,-4103780,0,20820021,210569,0,24562010,4314349,0,3741989
20250925,00878,國泰永續高股息,21.4,21.49,21.36,21.38,,0.0,32760492,701632639.0,1579526,0,11447652,1709376,0,15955492,129850,0,4507840
20250925,2002,中鋼,19.4,19.9,19.35,19.65,+,0.3,36055478,708756466.0,11996491,-120000,1066015,22529491,0,1089015,10533000,120000,23000
20250925,2356,英業達,45.1,48.5,45.1,47.1,+,2.45,65101561,3054655661.0,9832429,-2135000,4971072,24292029,8000,6088963,14459600,2143000,1117891
20250925,8021,尖點,89.7,98.6,88.6,98.6,+,8.9,65284532,6341487284.0,10822930,684000,-59286,15435010,684000,152802,4612080,0,212088
20250925,2027,大成鋼,38.15,39.7,38.15,39.0,+,1.15,41136563,1608559336.0,12104176,-1478000,430518,16923161,0,1386681,4818985,1478000,956163
20250925,1314,中石化,7.27,7.49,7.27,7.37,+,0.14,20479828,151938370.0,9622288,0,491779,12160288,0,493000,2538000,0,1221
20250925,1326,台化,28.7,30.0,28.7,29.7,+,1.1,21725927,643872261.0,8905614,0,980366,14096630,0,1363054,5191016,0,382688
20250925,00941,中信上游半導體,15.32,15.35,15.3,15.33,-,0.09,10309822,158017630.0,4388000,0,4757899,4420000,0,4998633,32000,0,240734
20250925,2801,彰銀,19.6,19.8,19.55,19.65,+,0.05,23131122,455014112.0,8227365,-30396,189964,16867168,0,262964,8639803,30396,73000
20250925,1301,台塑,38.05,39.0,38.0,38.9,+,0.85,15648611,607398354.0,7187688,-38000,694920,10298688,0,793920,3111000,38000,99000
20250925,2324,仁寶,35.25,37.8,34.5,36.4,+,1.9,276910556,10059797449.0,-5174891,13152986,-629163,67872219,15128000,5814208,73047110,1975014,6443371
20250925,1101,台泥,23.5,24.3,23.5,23.95,+,0.5,50316369,1208323257.0,5546796,-39000,1542870,20233797,0,2025371,14687001,39000,482501
20250925,00881,國泰台灣科技龍頭,29.08,29.32,29.05,29.16,-,0.02,13138983,383697187.0,3560000,0,3412115,3689000,0,6140233,129000,0,2728118
20250925,2376,技嘉,283.0,300.0,283.0,293.0,+,15.0,18819597,5510498114.0,6513421,-445000,814924,9724228,218000,978156,3210807,663000,163232
20250925,00951,台新日本半導體,10.09,10.18,10.07,10.18,+,0.08,8179873,82925386.0,2213000,0,4025799,2289000,0,4594958,76000,0,569159
20250925,2303,聯電,44.85,45.25,44.05,44.3,-,0.55,59196649,2633807043.0,8488325,-1453874,-1282192,32795977,57200,1444713,24307652,1511074,2726905
20250925,2354,鴻準,70.2,72.7,70.0,71.9,+,2.2,33141069,2376493893.0,3920114,-2000,1512193,10322064,0,1680696,6401950,2000,168503
20250925,3711,日月光投控,173.0,173.5,170.0,172.0,,0.0,14660779,2514166482.0,4426429,573000,-135617,11139991,905000,206469,6713562,332000,342086
20250925,2301,光寶科,175.0,175.5,170.5,172.0,-,3.0,27376151,4728582667.0,6769725,-2196000,-75478,14097845,6000,319359,7328120,2202000,394837
20250925,00885,富邦越南,15.89,16.0,15.88,15.97,+,0.41,8280607,132013107.0,2358000,0,1970683,2631000,0,3378683,273000,0,1408000
20250925,2382,廣達,281.5,288.0,280.0,285.0,+,1.5,22386647,6377953588.0,2954644,996209,377717,12056183,1333000,611717,9101539,336791,234000
20250925,8046,南電,222.0,238.0,219.0,229.0,+,8.5,29271569,6737980455.0,2225133,1578691,388882,9511359,1580000,886836,7286226,1309,497954
20250925,1504,東元,102.5,108.0,97.3,98.9,-,2.6,183619486,19061010869.0,4106637,1921278,-1877236,53440066,2190000,1416246,49333429,268722,3293482
20250925,00939,統一台灣高息動能,14.28,14.34,14.2,14.21,-,0.07,7206283,102906475.0,833393,0,2830417,909393,0,4425845,76000,0,1595428
20250925,2886,兆豐金,42.05,42.25,41.75,41.95,,0.0,16938940,710286760.0,2479413,2541933,-1414000,11551753,3508000,428000,9072340,966067,1842000
