tradeDate,stockCode,stockName,openPrice,highPrice,lowPrice,closePrice,changeSign,change,totalShares,totalAmount,foreignNetShares,investmentNetShares,dealerNetShares,foreignBuyShares,investmentBuyShares,dealerBuyShares,foreignSellShares,investmentSellShares,dealerSellShares
20260717,00712,復華富時不動產,9.1,9.13,9.06,9.06,+,0.04,111034351,1011000141.0,37670000,0,59241199,37700000,0,62765999,30000,0,3524800
20260717,2884,玉山金,34.6,35.5,34.5,35.1,+,0.2,97753866,3437953911.0,53198585,627848,6652825,76674824,915993,7340291,23476239,288145,687466
20260717,3481,群創,53.4,55.1,52.6,52.6,-,4.7,343294756,18422033674.0,59977392,-27059349,-4191783,121974873,306651,5609644,61997481,27366000,9801427
20260717,2886,兆豐金,46.6,47.6,46.3,47.6,+,1.0,52531019,2488424758.0,15667186,1685467,8760995,31340539,7545794,9121184,15673353,5860327,360189
20260717,2867,三商壽,8.9,9.13,8.88,8.98,+,0.07,37939427,342349292.0,24279000,0,563000,30273000,0,844000,5994000,0,281000
20260717,2891,中信金,62.8,62.9,61.3,62.1,-,0.9,85999991,5337648599.0,21940191,-7090767,8547101,58447872,1385180,9401523,36507681,8475947,854422
20260717,2002,中鋼,18.8,18.95,18.6,18.65,-,0.15,49685809,933011451.0,22834174,14000,-228332,33445627,14000,240667,10611453,0,468999
20260717,2324,仁寶,35.6,36.95,35.2,36.0,+,0.05,100499425,3632792142.0,22238354,-1762153,1578485,63836174,181847,2653212,41597820,1944000,1074727
20260717,2887,台新新光金,36.0,36.0,35.05,35.55,-,0.6,96011039,3410368655.0,-9594495,19398790,11011482,39063050,19694790,11923458,48657545,296000,911976
20260717,2812,台中銀,20.25,20.55,20.2,20.55,+,0.3,31205183,636011186.0,17703124,2873993,-11000,23427514,2889000,99000,5724390,15007,110000
20260717,2880,華南金,39.3,40.25,39.05,40.15,+,0.75,40233191,1605478473.0,-1225451,11454399,9077896,14214574,11685399,9482174,15440025,231000,404278
20260717,2412,中華電,136.5,140.0,136.0,138.0,+,2.0,37689493,5207048921.0,17038876,1020408,727450,24020978,1150408,908450,6982102,130000,181000
20260717,2892,第一金,33.8,34.3,33.55,34.1,+,0.15,45041190,1532986125.0,7607939,9309611,1691149,26546220,9549611,2012207,18938281,240000,321058
20260717,2834,臺企銀,18.0,18.2,17.95,18.05,-,0.1,36418045,657598093.0,14738357,-138882,-27000,23886001,40000,155000,9147644,178882,182000
20260717,2883,凱基金,30.0,30.45,29.7,30.0,-,0.55,52680322,1583370086.0,5800711,-296010,9025895,28755826,774865,10053510,22955115,1070875,1027615
20260717,6505,台塑化,79.6,84.0,78.2,81.3,+,1.3,165705194,13356058442.0,5813702,7917997,316241,57600506,7917997,3203067,51786804,0,2886826
20260717,1216,統一,78.5,80.0,78.5,80.0,+,1.0,30854709,2451170466.0,4248063,6315773,3261636,15048150,6315773,3463636,10800087,0,202000
20260717,1402,遠東新,27.6,28.2,27.6,27.7,-,0.1,23024082,642767541.0,13671993,-22389,-30161,18502993,66611,128873,4831000,89000,159034
20260717,1102,亞泥,32.8,33.75,32.8,33.25,+,0.25,30738998,1026975555.0,13589278,-1653571,331723,22409072,27976,1481864,8819794,1681547,1150141
