tradeDate,stockCode,stockName,openPrice,highPrice,lowPrice,closePrice,changeSign,change,totalShares,totalAmount,foreignNetShares,investmentNetShares,dealerNetShares,foreignBuyShares,investmentBuyShares,dealerBuyShares,foreignSellShares,investmentSellShares,dealerSellShares
20260409,00858,永豐美國500大,32.47,32.51,32.39,32.48,-,0.04,475000,15411760.0,0,0,320305,4000,0,333000,4000,0,12695
20260409,00877,復華中國5G,29.65,30.32,29.49,30.11,+,0.62,4454000,133625680.0,2167000,0,862268,2280000,0,1220195,113000,0,357927
20260409,00886,永豐美國科技,35.48,35.49,35.46,35.46,-,0.14,5000,177390.0,0,0,4048,0,0,4051,0,0,3
20260409,00887,永豐中國科技50大,12.71,12.95,12.7,12.9,+,0.11,7761000,99695220.0,1350000,0,656860,1485000,0,1979671,135000,0,1322811
20260409,00888,永豐台灣ESG,24.43,24.43,24.1,24.25,,0.0,10313000,249557830.0,-1350000,0,-6492648,323000,0,607590,1673000,0,7100238
20260409,00928,中信上櫃ESG 30,26.19,26.9,26.19,26.69,+,0.5,800000,21376180.0,-23000,0,93982,46000,0,632600,69000,0,538618
20260409,00955,中信日本商社,16.33,16.33,16.17,16.24,-,0.01,5417000,87960350.0,176000,0,2259062,296000,0,3293066,120000,0,1034004
20260409,1240,茂生農經,58.8,58.9,58.6,58.9,,0.0,21000,1234500.0,-1000,0,0,0,0,0,1000,0,0
20260409,1259,安心,59.8,59.9,58.8,59.9,+,0.1,6000,358100.0,1000,0,0,1000,0,0,0,0,0
20260409,1264,德麥,280.0,280.0,279.0,279.0,-,0.5,7000,1955000.0,-1000,0,0,0,0,0,1000,0,0
20260409,1268,漢來美食,158.0,158.0,157.0,157.0,,0.0,9000,1415500.0,-2000,0,0,0,0,0,2000,0,0
20260409,1294,漢田生技,81.2,82.4,81.2,82.4,+,1.2,22000,1803300.0,-2000,0,0,1000,0,0,3000,0,0
20260409,1295,生合,61.7,61.7,60.2,60.5,-,1.2,39000,2373700.0,-10000,0,1447,5000,0,1447,15000,0,0
20260409,1336,台翰,14.0,14.1,13.9,13.95,,0.0,49000,685100.0,3000,0,0,4000,0,0,1000,0,0
20260409,1565,精華,104.5,104.5,102.5,102.5,-,1.0,140000,14382500.0,-53000,0,0,7001,0,0,60001,0,0
20260409,1569,濱川,52.4,52.4,50.2,51.0,-,1.3,810000,41136700.0,-408000,0,-4015,33000,0,1,441000,0,4016
20260409,1570,力肯,31.2,31.9,31.1,31.7,-,0.05,93000,2938850.0,-2000,0,-623,6000,0,377,8000,0,1000
20260409,1580,新麥,129.0,130.0,129.0,130.0,+,0.5,14000,1813000.0,1002,0,0,1002,0,0,0,0,0
20260409,1584,精剛,22.25,22.3,21.65,21.95,-,0.3,798000,17404150.0,-21000,0,35683,319000,0,37000,340000,0,1317
20260409,1586,和勤,22.75,22.8,22.4,22.7,,0.0,164000,3695250.0,-24000,0,0,15000,0,0,39000,0,0
20260409,1591,駿吉-KY,48.45,48.45,48.45,48.45,+,4.4,630000,30523500.0,30000,0,-150862,41000,0,4138,11000,0,155000
20260409,1593,祺驊,33.9,33.9,33.55,33.75,-,0.15,11000,370600.0,2000,0,0,3000,0,0,1000,0,0
20260409,1595,川寶,42.9,44.7,42.25,44.6,+,2.5,758000,33235250.0,225000,0,-1047,289000,0,953,64000,0,2000
20260409,1599,宏佳騰,25.4,25.4,25.1,25.2,-,0.2,34000,858750.0,0,0,0,3000,0,0,3000,0,0
20260409,1742,台蠟,15.8,16.35,15.6,16.35,+,0.2,28000,445950.0,0,0,2,0,0,2,0,0,0
20260409,1777,生泰,71.4,71.6,71.2,71.6,-,0.2,25000,1783400.0,-1000,0,0,1000,0,0,2000,0,0
20260409,1781,合世,12.05,12.05,11.95,12.0,-,0.05,26000,312100.0,-1000,0,-10,0,0,0,1000,0,10
20260409,1784,訊聯,79.9,79.9,77.7,78.5,-,0.6,155000,12140500.0,-31998,0,-1601,38002,0,1000,70000,0,2601
20260409,1785,光洋科,95.1,105.0,93.5,105.0,+,9.5,44005000,4423840700.0,352950,0,185529,8795000,0,294793,8442050,0,109264
20260409,1788,杏昌,136.5,136.5,136.0,136.5,,0.0,18000,2454500.0,1000,0,0,1000,0,0,0,0,0
20260409,1796,金穎生技,41.5,42.5,41.1,41.1,+,0.3,24000,1009800.0,-6000,0,0,2000,0,0,8000,0,0
20260409,1799,易威,43.0,43.0,41.55,42.45,-,0.35,338000,14249450.0,-19000,0,7824,79000,0,8002,98000,0,178
20260409,1813,寶利徠,13.4,13.45,13.35,13.4,-,0.15,26000,347850.0,-3000,0,0,1000,0,0,4000,0,0
20260409,1815,富喬,113.0,122.5,110.5,121.5,+,9.5,159183000,18854914000.0,42863248,-1438000,-285590,69150634,118000,1613946,26287386,1556000,1899536
20260409,2061,風青,16.95,16.95,16.3,16.45,-,0.55,123000,2045500.0,-5000,0,-12,28000,0,0,33000,0,12
20260409,2063,世鎧,27.25,27.25,27.05,27.05,-,0.2,9000,244800.0,-2000,0,0,0,0,0,2000,0,0
20260409,2065,世豐,30.8,30.8,30.15,30.2,-,0.55,59000,1788800.0,-3000,0,0,1000,0,5000,4000,0,5000
20260409,2067,嘉鋼,7.7,7.7,7.44,7.6,-,0.05,17000,127300.0,-2000,0,0,1000,0,0,3000,0,0
20260409,2070,精湛,38.2,40.0,37.75,39.5,,0.0,166000,6467700.0,44000,0,-26,70000,0,17,26000,0,43
