tradeDate,stockCode,stockName,openPrice,highPrice,lowPrice,closePrice,changeSign,change,totalShares,totalAmount,foreignNetShares,investmentNetShares,dealerNetShares,foreignBuyShares,investmentBuyShares,dealerBuyShares,foreignSellShares,investmentSellShares,dealerSellShares
20260831,00858,永豐美國500大,35.74,35.77,35.65,35.76,-,0.08,353000,12607190.0,5050,0,62707,5050,0,176000,0,0,113293
20260831,00877,復華中國5G,37.46,37.51,36.75,37.37,-,0.16,1518000,56331270.0,140000,0,122536,224000,0,579241,84000,0,456705
20260831,00886,永豐美國科技,47.19,47.33,47.0,47.33,-,0.18,32000,1508130.0,0,0,-1168,0,0,31000,0,0,32168
20260831,00887,永豐中國科技50大,16.19,16.19,15.99,16.18,-,0.12,2904000,46689410.0,-77000,0,-200691,207000,0,628000,284000,0,828691
20260831,00888,永豐台灣ESG,33.29,33.57,33.02,33.57,-,0.19,4232000,140782090.0,-275783,0,-362769,619277,0,791878,895060,0,1154647
20260831,00928,中信上櫃ESG 30,32.5,33.14,32.13,33.14,+,0.15,339000,11040720.0,24000,0,26869,60000,0,112596,36000,0,85727
20260831,00955,中信日本商社,15.44,15.58,15.37,15.56,+,0.02,2839000,43952410.0,339800,0,-91266,363000,0,886794,23200,0,978060
20260831,1240,茂生農經,57.1,57.4,57.1,57.1,-,0.1,12000,685900.0,4000,0,0,4000,0,0,0,0,0
20260831,1259,安心,62.7,63.4,61.3,63.4,+,0.7,14000,876900.0,-2000,0,-3000,1000,0,1000,3000,0,4000
20260831,1264,德麥,251.0,252.0,251.0,251.5,-,0.5,17000,4272000.0,-3000,0,358,3000,0,1000,6000,0,642
20260831,1268,漢來美食,181.5,182.0,181.0,181.5,+,0.5,18000,3263000.0,-5000,0,0,0,0,0,5000,0,0
20260831,1294,漢田生技,54.4,54.4,53.4,53.7,-,0.7,56000,3010600.0,-12000,0,-23,1000,0,2000,13000,0,2023
20260831,1295,生合,46.3,46.35,45.6,45.65,-,0.65,24000,1101800.0,-2000,0,-9454,3000,0,0,5000,0,9454
20260831,1336,台翰,16.6,17.0,16.4,16.8,+,0.1,379000,6325150.0,162473,0,2000,188523,0,2000,26050,0,0
20260831,1565,精華,96.7,98.8,96.7,98.4,+,0.6,97000,9518800.0,-20422,0,9627,20000,0,12652,40422,0,3025
20260831,1569,濱川,46.3,46.95,45.4,45.8,-,0.5,430000,19804750.0,-145000,0,-882,95000,0,199,240000,0,1081
20260831,1570,力肯,33.1,33.2,33.0,33.2,-,0.45,27000,893100.0,2000,0,-1,5000,0,0,3000,0,1
20260831,1580,新麥,106.5,106.5,105.5,106.0,-,0.5,44000,4664500.0,-13500,0,0,2000,0,0,15500,0,0
20260831,1584,精剛,18.3,18.3,17.95,18.0,-,0.2,249000,4503600.0,-21464,0,-154,53177,0,0,74641,0,154
20260831,1586,和勤,18.05,18.15,18.05,18.1,+,0.05,132000,2388250.0,6000,0,0,32000,0,0,26000,0,0
20260831,1591,駿吉-KY,36.5,37.65,36.1,36.75,+,0.7,239000,8790550.0,18000,0,0,94000,0,0,76000,0,0
20260831,1593,祺驊,31.65,31.65,31.6,31.6,-,0.05,7000,221350.0,1000,0,-931,1000,0,69,0,0,1000
20260831,1595,川寶,66.0,67.3,63.4,64.0,-,2.0,274000,17721700.0,-40960,0,296,60040,0,643,101000,0,347
20260831,1599,宏佳騰,23.1,23.1,22.8,22.9,-,0.2,37000,845600.0,-2000,0,-424,2000,0,0,4000,0,424
