tradeDate,stockCode,stockName,openPrice,highPrice,lowPrice,closePrice,changeSign,change,totalShares,totalAmount,foreignNetShares,investmentNetShares,dealerNetShares,foreignBuyShares,investmentBuyShares,dealerBuyShares,foreignSellShares,investmentSellShares,dealerSellShares
20260803,00858,永豐美國500大,35.4,35.66,35.31,35.6,+,0.16,242000,8593260.0,11000,0,86241,11000,0,100000,0,0,13759
20260803,00877,復華中國5G,34.4,34.4,33.25,33.74,-,0.76,4829000,162805190.0,53000,0,-1270898,477000,0,1885370,424000,0,3156268
20260803,00886,永豐美國科技,45.14,45.14,45.14,45.14,,0.0,1000,45140.0,0,0,75,0,0,75,0,0,0
20260803,00887,永豐中國科技50大,16.4,16.4,15.92,15.94,-,0.63,11813000,189555880.0,-2478000,0,-5481350,856000,0,560000,3334000,0,6041350
20260803,00888,永豐台灣ESG,31.07,31.61,31.07,31.24,-,0.23,10193000,319297220.0,2946720,0,-2483078,4358720,0,1073752,1412000,0,3556830
20260803,00928,中信上櫃ESG 30,27.8,28.91,27.62,28.8,+,1.37,698000,19830270.0,-25000,0,194750,64000,0,384038,89000,0,189288
20260803,00955,中信日本商社,15.25,15.55,15.2,15.45,+,0.13,9234000,142518300.0,366153,0,5160787,518350,0,7000251,152197,0,1839464
20260803,1240,茂生農經,55.0,55.4,55.0,55.4,+,0.2,4000,220700.0,1000,0,0,2000,0,0,1000,0,0
20260803,1259,安心,59.6,59.7,59.1,59.1,+,0.8,12000,713600.0,-5000,0,-2000,0,0,5000,5000,0,7000
20260803,1264,德麥,255.5,256.0,255.5,256.0,+,0.5,13000,3326000.0,-980,0,-8137,1020,0,1000,2000,0,9137
20260803,1268,漢來美食,172.5,175.0,171.5,172.0,-,0.5,30000,5200000.0,-5000,0,0,4000,0,0,9000,0,0
20260803,1294,漢田生技,56.2,56.2,55.5,56.2,+,0.8,10000,557500.0,1000,0,0,1000,0,0,0,0,0
20260803,1295,生合,48.8,48.8,46.2,46.2,-,0.15,39000,1818750.0,-8000,0,0,7000,0,0,15000,0,0
20260803,1336,台翰,15.0,15.2,14.5,15.0,+,0.1,114000,1702600.0,12000,0,-85,15000,0,0,3000,0,85
20260803,1565,精華,91.4,92.1,91.4,92.0,,0.0,99000,9094500.0,37000,0,-38,43000,0,0,6000,0,38
20260803,1569,濱川,38.6,40.6,38.5,39.85,+,0.2,254000,10141900.0,-18000,0,1000,113000,0,3000,131000,0,2000
20260803,1570,力肯,33.55,34.15,33.5,33.6,+,0.05,19000,640350.0,-1000,0,0,12000,0,0,13000,0,0
20260803,1580,新麥,112.5,112.5,112.0,112.0,-,0.5,44000,4934500.0,865,0,-405,10000,0,0,9135,0,405
20260803,1584,精剛,17.2,17.45,16.95,17.2,,0.0,431000,7444400.0,16794,0,3770,177964,0,4001,161170,0,231
20260803,1586,和勤,18.6,18.65,18.3,18.35,-,0.25,239000,4417800.0,-42349,0,0,13000,0,0,55349,0,0
20260803,1591,駿吉-KY,38.05,38.3,37.1,37.25,-,1.45,209000,7826000.0,-78549,0,0,21025,0,0,99574,0,0
20260803,1595,川寶,55.0,55.0,55.0,55.0,+,5.0,86000,4730000.0,-8000,0,1067,1000,0,1067,9000,0,0
20260803,1599,宏佳騰,24.2,24.4,23.8,24.1,-,0.05,20000,480850.0,-1000,0,358,3000,0,360,4000,0,2
20260803,1742,台蠟,17.9,18.75,17.65,18.5,+,0.6,234000,4253700.0,0,0,449,1000,0,449,1000,0,0
20260803,1777,生泰,72.1,72.3,71.8,72.2,+,0.1,20000,1440800.0,-1000,0,-1,0,0,0,1000,0,1
20260803,1780,立弘,23.7,23.8,23.0,23.8,+,0.05,135000,3176500.0,-38971,0,0,15029,0,0,54000,0,0
20260803,1781,合世,11.2,11.4,11.2,11.4,-,0.2,11000,123800.0,4000,0,-7,4000,0,0,0,0,7
20260803,1784,訊聯,56.5,58.4,56.5,57.8,+,0.7,69000,3983200.0,8000,0,-91,27000,0,527,19000,0,618
20260803,1785,光洋科,99.8,109.0,99.2,106.5,+,7.1,8554000,905492800.0,258070,-188035,21317,3043070,10965,114930,2785000,199000,93613
20260803,1788,杏昌,130.0,130.5,129.5,130.0,,0.0,25000,3252000.0,5401,0,0,5422,0,0,21,0,0
20260803,1796,金穎生技,31.0,31.0,30.0,30.0,-,0.4,19000,576200.0,-4000,0,-42,1000,0,0,5000,0,42
20260803,1799,易威,33.95,34.15,31.9,32.2,-,0.5,514000,16934550.0,-43000,0,0,99000,0,0,142000,0,0
20260803,1813,寶利徠,11.65,11.7,11.55,11.65,-,0.05,6000,69850.0,-1000,0,548,1000,0,1000,2000,0,452
20260803,1815,富喬,66.0,72.9,65.6,72.9,+,6.6,14621000,1042560700.0,1889092,1155000,506274,5641817,1155000,613433,3752725,0,107159
20260803,2035,唐榮,26.95,27.15,26.95,27.15,+,0.95,11000,298450.0,-1000,0,0,0,0,0,1000,0,0
20260803,2061,風青,54.8,56.3,52.5,52.8,-,2.7,2162000,117598400.0,-353848,0,-380,323200,0,1436,677048,0,1816
20260803,2064,晉椿,11.7,12.25,11.55,11.65,-,0.05,272000,3250150.0,1000,0,-8,133000,0,0,132000,0,8
20260803,2065,世豐,31.45,31.45,31.2,31.45,,0.0,21000,657900.0,-5000,0,0,0,0,0,5000,0,0
20260803,2066,世德,57.8,60.0,57.8,58.8,,0.0,41000,2427900.0,6000,0,-475,16000,0,0,10000,0,475
20260803,2067,嘉鋼,6.26,6.26,6.26,6.26,-,0.18,17000,106420.0,0,0,-10,0,0,0,0,0,10
20260803,2070,精湛,46.95,50.7,46.6,48.2,+,1.6,58000,2775150.0,-14000,0,0,28000,0,0,42000,0,0
20260803,2221,大甲,42.2,43.75,42.2,43.2,-,0.1,109000,4721050.0,-27092,0,-45,29084,0,0,56176,0,45
20260803,2230,泰茂,23.0,24.5,23.0,23.25,+,0.9,283000,6704950.0,-18990,0,2269,102206,0,2358,121196,0,89
20260803,2596,綠意,30.4,31.25,30.0,30.45,+,0.6,109000,3338400.0,21000,0,9,29000,0,109,8000,0,100
20260803,2640,大車隊,146.0,147.0,143.0,147.0,-,1.0,73000,10576000.0,21000,0,740,23000,0,7000,2000,0,6260
20260803,2641,正德,16.65,17.05,16.65,16.9,+,0.15,586000,9906150.0,231000,0,1559,326000,0,1696,95000,0,137
20260803,2643,捷迅,59.0,60.3,59.0,60.3,+,1.3,2000,119300.0,0,0,0,1000,0,0,1000,0,0
20260803,2718,全心投控,43.6,43.6,42.7,43.6,+,0.85,62000,2688200.0,-10000,0,21,5000,0,15021,15000,0,15000
20260803,2719,燦星旅,21.5,21.9,21.2,21.6,-,0.15,24000,514800.0,4000,0,53,5000,0,53,1000,0,0
20260803,2726,雅茗-KY,8.85,8.85,8.57,8.66,-,0.01,84000,725050.0,-1000,0,-50,0,0,0,1000,0,50
20260803,2729,瓦城,162.5,164.0,161.0,162.0,+,1.0,55000,8960500.0,-23960,0,31,13040,0,31,37000,0,0
20260803,2734,易飛網,14.4,14.55,14.4,14.5,+,0.1,12000,173800.0,-3000,0,0,1000,0,0,4000,0,0
20260803,2736,富野,11.8,11.8,11.6,11.6,-,0.05,24000,280250.0,9000,0,0,9000,0,0,0,0,0
20260803,2743,山富,59.6,59.6,56.4,56.4,-,1.9,161000,9161100.0,-76000,0,-586,20000,0,2000,96000,0,2586
20260803,2745,五福,88.1,88.1,87.0,87.7,+,0.1,78000,6821900.0,-41000,0,-11,1000,0,0,42000,0,11
20260803,2752,豆府,173.5,175.0,173.5,175.0,+,1.0,4000,696000.0,1000,0,0,1000,0,0,0,0,0
20260803,2754,亞洲藏壽司,70.0,70.5,68.6,70.5,+,2.2,47000,3269400.0,16000,0,0,20000,0,0,4000,0,0
20260803,2755,揚秦,102.0,103.0,102.0,102.0,-,0.5,9000,921500.0,-1000,0,0,2000,0,0,3000,0,0
20260803,2756,聯發國際,57.0,57.7,56.0,57.0,,0.0,29000,1640200.0,-2000,0,-226,0,0,0,2000,0,226
