tradeDate,stockCode,stockName,openPrice,highPrice,lowPrice,closePrice,changeSign,change,totalShares,totalAmount,foreignNetShares,investmentNetShares,dealerNetShares,foreignBuyShares,investmentBuyShares,dealerBuyShares,foreignSellShares,investmentSellShares,dealerSellShares
20250918,00858,永豐美國500大,31.32,31.44,31.32,31.42,+,0.19,874000,27441350.0,1000,0,218003,1000,0,507694,0,0,289691
20250918,00877,復華中國5G,21.91,22.62,21.7,22.37,+,0.57,18367000,408359030.0,2404000,0,920685,4558000,0,7126983,2154000,0,6206298
20250918,00886,永豐美國科技,36.71,36.71,36.25,36.42,+,0.18,43000,1560980.0,0,0,27437,1000,0,28437,1000,0,1000
20250918,00887,永豐中國科技50大,11.35,11.6,11.34,11.47,+,0.14,32474000,372640700.0,4476000,0,4476199,6233000,0,9348202,1757000,0,4872003
20250918,00888,永豐台灣ESG,18.34,18.5,18.32,18.49,+,0.25,1413000,26042410.0,3000,0,1013469,5000,0,1287513,2000,0,274044
20250918,00928,中信上櫃ESG 30,17.8,18.13,17.8,18.07,+,0.43,692000,12468770.0,118000,0,37380,118000,0,366581,0,0,329201
20250918,00955,中信日本商社,11.45,11.51,11.45,11.5,+,0.05,2481000,28477170.0,47000,0,-400822,71000,0,759000,24000,0,1159822
20250918,1240,茂生農經,58.7,58.9,58.7,58.9,+,0.9,3000,176300.0,-2000,0,6,0,0,6,2000,0,0
20250918,1264,德麥,299.0,299.0,299.0,299.0,,0.0,3000,897000.0,16,0,0,16,0,0,0,0,0
20250918,1268,漢來美食,156.5,157.5,156.5,157.0,+,0.5,20000,3138500.0,2000,0,0,3000,0,0,1000,0,0
20250918,1294,漢田生技,81.0,84.1,81.0,83.0,+,2.0,25000,2061100.0,5000,0,0,5000,0,0,0,0,0
20250918,1295,生合,137.5,141.0,132.5,139.0,+,1.5,1124000,153574000.0,-81000,0,2692,205000,0,9126,286000,0,6434
20250918,1336,台翰,17.2,17.45,17.15,17.4,+,0.3,180000,3122050.0,60000,0,28000,61000,0,28000,1000,0,0
20250918,1565,精華,142.5,142.5,140.5,141.0,-,1.0,78000,11017500.0,-22000,0,1570,14000,0,4000,36000,0,2430
20250918,1569,濱川,62.9,63.7,61.7,63.2,+,0.3,3038000,190211300.0,-342000,0,-34,622000,0,3000,964000,0,3034
20250918,1570,力肯,27.45,27.45,26.15,26.35,-,0.9,195000,5213500.0,-10000,0,0,23000,0,0,33000,0,0
20250918,1580,新麥,138.5,139.0,137.0,137.5,-,2.0,62000,8541500.0,5000,0,4000,7000,0,8000,2000,0,4000
20250918,1584,精剛,25.3,25.6,24.95,25.1,,0.0,1063000,26732450.0,-108000,0,-156,263000,0,2001,371000,0,2157
20250918,1586,和勤,28.1,28.8,27.75,27.9,-,0.15,462000,13097200.0,-45000,0,0,85000,0,0,130000,0,0
20250918,1591,駿吉-KY,48.7,53.4,48.7,53.4,+,4.8,804000,41558250.0,159000,0,720,218000,0,720,59000,0,0
20250918,1593,祺驊,28.45,28.75,28.4,28.55,+,0.25,25000,712050.0,2000,0,0,4000,0,0,2000,0,0
20250918,1595,川寶,37.5,38.5,37.5,38.0,+,0.55,144000,5486850.0,55000,0,0,66000,0,0,11000,0,0
