﻿資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260821,000218,1,0,0,0.00
20260821,000218,2,0,0,0.00
20260821,000218,3,0,0,0.00
20260821,000218,4,0,0,0.00
20260821,000218,5,0,0,0.00
20260821,000218,6,0,0,0.00
20260821,000218,7,0,0,0.00
20260821,000218,8,0,0,0.00
20260821,000218,9,0,0,0.00
20260821,000218,10,0,0,0.00
20260821,000218,11,0,0,0.00
20260821,000218,12,0,0,0.00
20260821,000218,13,0,0,0.00
20260821,000218,14,0,0,0.00
20260821,000218,15,1,422278902,100.00
20260821,000218,16,0,0,0.00
20260821,000218,17,1,422278902,100.00
20260821,000560,1,0,0,0.00
20260821,000560,2,0,0,0.00
20260821,000560,3,0,0,0.00
20260821,000560,4,0,0,0.00
20260821,000560,5,0,0,0.00
20260821,000560,6,0,0,0.00
20260821,000560,7,0,0,0.00
20260821,000560,8,0,0,0.00
20260821,000560,9,0,0,0.00
20260821,000560,10,0,0,0.00
20260821,000560,11,0,0,0.00
20260821,000560,12,0,0,0.00
20260821,000560,13,0,0,0.00
20260821,000560,14,0,0,0.00
20260821,000560,15,1,29700000,100.00
20260821,000560,16,0,0,0.00
20260821,000560,17,1,29700000,100.00
20260821,000708,1,0,0,0.00
20260821,000708,2,0,0,0.00
20260821,000708,3,0,0,0.00
20260821,000708,4,0,0,0.00
20260821,000708,5,0,0,0.00
20260821,000708,6,0,0,0.00
20260821,000708,7,0,0,0.00
20260821,000708,8,0,0,0.00
20260821,000708,9,0,0,0.00
20260821,000708,10,0,0,0.00
20260821,000708,11,0,0,0.00
20260821,000708,12,0,0,0.00
20260821,000708,13,0,0,0.00
20260821,000708,14,0,0,0.00
20260821,000708,15,1,20200000,100.00
20260821,000708,16,0,0,0.00
20260821,000708,17,1,20200000,100.00
20260821,000779,1,0,0,0.00
20260821,000779,2,0,0,0.00
20260821,000779,3,0,0,0.00
20260821,000779,4,0,0,0.00
20260821,000779,5,0,0,0.00
20260821,000779,6,0,0,0.00
20260821,000779,7,0,0,0.00
20260821,000779,8,0,0,0.00
20260821,000779,9,0,0,0.00
20260821,000779,10,0,0,0.00
20260821,000779,11,0,0,0.00
20260821,000779,12,0,0,0.00
20260821,000779,13,0,0,0.00
20260821,000779,14,0,0,0.00
20260821,000779,15,1,1150000000,100.00
20260821,000779,16,0,0,0.00
20260821,000779,17,1,1150000000,100.00
20260821,000815,1,0,0,0.00
20260821,000815,2,0,0,0.00
20260821,000815,3,0,0,0.00
20260821,000815,4,0,0,0.00
20260821,000815,5,0,0,0.00
20260821,000815,6,0,0,0.00
20260821,000815,7,0,0,0.00
20260821,000815,8,0,0,0.00
20260821,000815,9,0,0,0.00
20260821,000815,10,0,0,0.00
20260821,000815,11,0,0,0.00
20260821,000815,12,0,0,0.00
20260821,000815,13,0,0,0.00
20260821,000815,14,0,0,0.00
20260821,000815,15,1,2505407068,100.00
20260821,000815,16,0,0,0.00
20260821,000815,17,1,2505407068,100.00
20260821,000856,1,0,0,0.00
20260821,000856,2,0,0,0.00
20260821,000856,3,0,0,0.00
20260821,000856,4,0,0,0.00
20260821,000856,5,0,0,0.00
20260821,000856,6,0,0,0.00
20260821,000856,7,0,0,0.00
20260821,000856,8,0,0,0.00
20260821,000856,9,0,0,0.00
20260821,000856,10,0,0,0.00
20260821,000856,11,0,0,0.00
20260821,000856,12,0,0,0.00
20260821,000856,13,0,0,0.00
20260821,000856,14,0,0,0.00
20260821,000856,15,1,323400000,100.00
20260821,000856,16,0,0,0.00
20260821,000856,17,1,323400000,100.00
20260821,00400A,1,12932,3644445,0.18
20260821,00400A,2,68467,166579417,8.46
20260821,00400A,3,21299,183615849,9.33
20260821,00400A,4,6929,90890401,4.61
20260821,00400A,5,6704,128136396,6.51
20260821,00400A,6,5734,153166215,7.78
20260821,00400A,7,2638,96295128,4.89
20260821,00400A,8,2716,130511209,6.63
20260821,00400A,9,3895,297343148,15.11
20260821,00400A,10,1498,216863835,11.02
20260821,00400A,11,468,133637678,6.79
20260821,00400A,12,103,50795346,2.58
20260821,00400A,13,29,20365799,1.03
20260821,00400A,14,26,23992000,1.21
20260821,00400A,15,51,271803134,13.81
20260821,00400A,16,0,0,0.00
20260821,00400A,17,133489,1967640000,100.00
20260821,00401A,1,1520,376120,0.15
20260821,00401A,2,9897,23885596,9.99
20260821,00401A,3,2999,26918740,11.26
20260821,00401A,4,691,9179928,3.84
20260821,00401A,5,875,17021511,7.12
20260821,00401A,6,624,17202016,7.20
20260821,00401A,7,236,8812361,3.68
20260821,00401A,8,352,17286810,7.23
20260821,00401A,9,409,33150059,13.87
20260821,00401A,10,105,15680535,6.56
20260821,00401A,11,37,11066000,4.63
20260821,00401A,12,7,3165458,1.32
20260821,00401A,13,3,2220000,0.92
20260821,00401A,14,1,1000000,0.41
20260821,00401A,15,18,51929866,21.73
20260821,00401A,16,0,0,0.00
20260821,00401A,17,17774,238895000,100.00
20260821,00402A,1,2139,600092,0.08
20260821,00402A,2,25573,66404957,9.76
20260821,00402A,3,8776,78632490,11.56
20260821,00402A,4,2264,30054803,4.41
20260821,00402A,5,2744,53545808,7.87
20260821,00402A,6,2052,56608009,8.32
20260821,00402A,7,659,24471439,3.59
20260821,00402A,8,1092,53802973,7.91
20260821,00402A,9,1193,98728353,14.51
20260821,00402A,10,392,60841465,8.94
20260821,00402A,11,127,37654681,5.53
20260821,00402A,12,58,29231000,4.29
20260821,00402A,13,16,11232853,1.65
20260821,00402A,14,12,11789376,1.73
20260821,00402A,15,16,66528701,9.78
20260821,00402A,16,0,0,0.00
20260821,00402A,17,47113,680127000,100.00
20260821,00403A,1,55662,16830120,0.09
20260821,00403A,2,473832,1227922258,7.23
20260821,00403A,3,175861,1511893841,8.90
20260821,00403A,4,63142,833676541,4.91
20260821,00403A,5,60856,1164223119,6.85
20260821,00403A,6,52869,1413270602,8.32
20260821,00403A,7,24611,902750033,5.31
20260821,00403A,8,23259,1120416716,6.60
20260821,00403A,9,35021,2672482661,15.74
20260821,00403A,10,13318,1928360721,11.36
20260821,00403A,11,4285,1209252423,7.12
20260821,00403A,12,1012,505299127,2.97
20260821,00403A,13,286,202948463,1.19
20260821,00403A,14,231,218651000,1.28
20260821,00403A,15,356,2045541504,12.05
20260821,00403A,16,1,129,0.00
20260821,00403A,17,984601,16973519000,100.00
20260821,00404A,1,1071,300898,0.08
20260821,00404A,2,12141,31618843,9.02
20260821,00404A,3,4580,41055722,11.72
20260821,00404A,4,1115,14823927,4.23
20260821,00404A,5,1433,27933521,7.97
20260821,00404A,6,1012,27764512,7.92
20260821,00404A,7,362,13403317,3.82
20260821,00404A,8,569,27893609,7.96
20260821,00404A,9,549,44180776,12.61
20260821,00404A,10,168,25616749,7.31
20260821,00404A,11,42,12485754,3.56
20260821,00404A,12,14,7130000,2.03
20260821,00404A,13,3,2042000,0.58
20260821,00404A,14,2,2000000,0.57
20260821,00404A,15,14,72045372,20.56
20260821,00404A,16,0,0,0.00
20260821,00404A,17,23075,350295000,100.00
20260821,00405A,1,6560,1994805,0.05
20260821,00405A,2,69706,184718284,5.31
20260821,00405A,3,29386,253962853,7.30
20260821,00405A,4,10876,144340951,4.15
20260821,00405A,5,11351,217388602,6.25
20260821,00405A,6,10096,271515897,7.81
20260821,00405A,7,4739,174117500,5.00
20260821,00405A,8,4856,234828847,6.75
20260821,00405A,9,7185,554710463,15.95
20260821,00405A,10,2895,424953278,12.22
20260821,00405A,11,951,268038407,7.71
20260821,00405A,12,231,113652727,3.26
20260821,00405A,13,76,53670100,1.54
20260821,00405A,14,59,56090189,1.61
20260821,00405A,15,104,522262097,15.02
20260821,00405A,16,0,0,0.00
20260821,00405A,17,159071,3476245000,100.00
20260821,00406A,1,3777,1109805,0.05
20260821,00406A,2,37800,99879804,4.63
20260821,00406A,3,16217,142565188,6.61
20260821,00406A,4,5483,72622848,3.37
20260821,00406A,5,6259,120604422,5.60
20260821,00406A,6,5456,147073079,6.82
20260821,00406A,7,2607,95899847,4.45
20260821,00406A,8,2848,137806559,6.39
20260821,00406A,9,4580,354057609,16.44
20260821,00406A,10,2198,319558671,14.83
20260821,00406A,11,823,230204346,10.68
20260821,00406A,12,254,124562822,5.78
20260821,00406A,13,104,72879244,3.38
20260821,00406A,14,48,45275000,2.10
20260821,00406A,15,82,214982435,9.98
20260821,00406A,16,6,25519679,1.18
20260821,00406A,17,88536,2153562000,100.00
20260821,00407A,1,6939,2075997,0.07
20260821,00407A,2,69816,181227570,6.40
20260821,00407A,3,26282,227312794,8.02
20260821,00407A,4,9307,123213084,4.35
20260821,00407A,5,9128,175046957,6.18
20260821,00407A,6,7957,214083938,7.56
20260821,00407A,7,3580,131631816,4.64
20260821,00407A,8,3579,172736975,6.10
20260821,00407A,9,5418,416963281,14.72
20260821,00407A,10,2129,310892616,10.98
20260821,00407A,11,737,209622416,7.40
20260821,00407A,12,206,103670759,3.66
20260821,00407A,13,56,39460913,1.39
20260821,00407A,14,52,49191162,1.73
20260821,00407A,15,84,474108722,16.74
