﻿資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260731,000218,1,0,0,0.00
20260731,000218,2,0,0,0.00
20260731,000218,3,0,0,0.00
20260731,000218,4,0,0,0.00
20260731,000218,5,0,0,0.00
20260731,000218,6,0,0,0.00
20260731,000218,7,0,0,0.00
20260731,000218,8,0,0,0.00
20260731,000218,9,0,0,0.00
20260731,000218,10,0,0,0.00
20260731,000218,11,0,0,0.00
20260731,000218,12,0,0,0.00
20260731,000218,13,0,0,0.00
20260731,000218,14,0,0,0.00
20260731,000218,15,1,422278902,100.00
20260731,000218,16,0,0,0.00
20260731,000218,17,1,422278902,100.00
20260731,000560,1,0,0,0.00
20260731,000560,2,0,0,0.00
20260731,000560,3,0,0,0.00
20260731,000560,4,0,0,0.00
20260731,000560,5,0,0,0.00
20260731,000560,6,0,0,0.00
20260731,000560,7,0,0,0.00
20260731,000560,8,0,0,0.00
20260731,000560,9,0,0,0.00
20260731,000560,10,0,0,0.00
20260731,000560,11,0,0,0.00
20260731,000560,12,0,0,0.00
20260731,000560,13,0,0,0.00
20260731,000560,14,0,0,0.00
20260731,000560,15,1,29700000,100.00
20260731,000560,16,0,0,0.00
20260731,000560,17,1,29700000,100.00
20260731,000708,1,0,0,0.00
20260731,000708,2,0,0,0.00
20260731,000708,3,0,0,0.00
20260731,000708,4,0,0,0.00
20260731,000708,5,0,0,0.00
20260731,000708,6,0,0,0.00
20260731,000708,7,0,0,0.00
20260731,000708,8,0,0,0.00
20260731,000708,9,0,0,0.00
20260731,000708,10,0,0,0.00
20260731,000708,11,0,0,0.00
20260731,000708,12,0,0,0.00
20260731,000708,13,0,0,0.00
20260731,000708,14,0,0,0.00
20260731,000708,15,1,20200000,100.00
20260731,000708,16,0,0,0.00
20260731,000708,17,1,20200000,100.00
20260731,000779,1,0,0,0.00
20260731,000779,2,0,0,0.00
20260731,000779,3,0,0,0.00
20260731,000779,4,0,0,0.00
20260731,000779,5,0,0,0.00
20260731,000779,6,0,0,0.00
20260731,000779,7,0,0,0.00
20260731,000779,8,0,0,0.00
20260731,000779,9,0,0,0.00
20260731,000779,10,0,0,0.00
20260731,000779,11,0,0,0.00
20260731,000779,12,0,0,0.00
20260731,000779,13,0,0,0.00
20260731,000779,14,0,0,0.00
20260731,000779,15,1,1150000000,100.00
20260731,000779,16,0,0,0.00
20260731,000779,17,1,1150000000,100.00
20260731,000815,1,0,0,0.00
20260731,000815,2,0,0,0.00
20260731,000815,3,0,0,0.00
20260731,000815,4,0,0,0.00
20260731,000815,5,0,0,0.00
20260731,000815,6,0,0,0.00
20260731,000815,7,0,0,0.00
20260731,000815,8,0,0,0.00
20260731,000815,9,0,0,0.00
20260731,000815,10,0,0,0.00
20260731,000815,11,0,0,0.00
20260731,000815,12,0,0,0.00
20260731,000815,13,0,0,0.00
20260731,000815,14,0,0,0.00
20260731,000815,15,1,2505407068,100.00
20260731,000815,16,0,0,0.00
20260731,000815,17,1,2505407068,100.00
20260731,000856,1,0,0,0.00
20260731,000856,2,0,0,0.00
20260731,000856,3,0,0,0.00
20260731,000856,4,0,0,0.00
20260731,000856,5,0,0,0.00
20260731,000856,6,0,0,0.00
20260731,000856,7,0,0,0.00
20260731,000856,8,0,0,0.00
20260731,000856,9,0,0,0.00
20260731,000856,10,0,0,0.00
20260731,000856,11,0,0,0.00
20260731,000856,12,0,0,0.00
20260731,000856,13,0,0,0.00
20260731,000856,14,0,0,0.00
20260731,000856,15,1,231800000,100.00
20260731,000856,16,0,0,0.00
20260731,000856,17,1,231800000,100.00
20260731,00400A,1,11879,3487749,0.16
20260731,00400A,2,71662,176034401,8.50
20260731,00400A,3,22817,196509029,9.49
20260731,00400A,4,7478,98170307,4.74
20260731,00400A,5,7252,138490003,6.68
20260731,00400A,6,6203,165377973,7.98
20260731,00400A,7,2968,108347494,5.23
20260731,00400A,8,2919,140141999,6.76
20260731,00400A,9,4329,328877101,15.88
20260731,00400A,10,1694,244737328,11.81
20260731,00400A,11,530,151064877,7.29
20260731,00400A,12,103,50663218,2.44
20260731,00400A,13,32,22352737,1.07
20260731,00400A,14,25,23110698,1.11
20260731,00400A,15,55,223275086,10.78
20260731,00400A,16,0,0,0.00
20260731,00400A,17,139946,2070640000,100.00
20260731,00401A,1,1379,346924,0.15
20260731,00401A,2,9673,23519105,10.20
20260731,00401A,3,2881,25888529,11.23
20260731,00401A,4,655,8720050,3.78
20260731,00401A,5,846,16460187,7.14
20260731,00401A,6,588,16230579,7.04
20260731,00401A,7,213,7929002,3.44
20260731,00401A,8,353,17334923,7.52
20260731,00401A,9,380,31247304,13.56
20260731,00401A,10,102,15708564,6.81
20260731,00401A,11,33,9770000,4.24
20260731,00401A,12,9,4315493,1.87
20260731,00401A,13,1,800000,0.34
20260731,00401A,14,2,1905000,0.82
20260731,00401A,15,15,50219340,21.79
20260731,00401A,16,0,0,0.00
20260731,00401A,17,17130,230395000,100.00
20260731,00402A,1,2224,629816,0.08
20260731,00402A,2,27453,71343802,9.57
20260731,00402A,3,9466,84725940,11.37
20260731,00402A,4,2425,32262820,4.32
20260731,00402A,5,2962,57753360,7.75
20260731,00402A,6,2197,60582967,8.13
20260731,00402A,7,728,27063307,3.63
20260731,00402A,8,1159,57163645,7.67
20260731,00402A,9,1290,106672797,14.31
20260731,00402A,10,427,65863751,8.83
20260731,00402A,11,148,43056638,5.77
