﻿資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260828,000218,1,0,0,0.00
20260828,000218,2,0,0,0.00
20260828,000218,3,0,0,0.00
20260828,000218,4,0,0,0.00
20260828,000218,5,0,0,0.00
20260828,000218,6,0,0,0.00
20260828,000218,7,0,0,0.00
20260828,000218,8,0,0,0.00
20260828,000218,9,0,0,0.00
20260828,000218,10,0,0,0.00
20260828,000218,11,0,0,0.00
20260828,000218,12,0,0,0.00
20260828,000218,13,0,0,0.00
20260828,000218,14,0,0,0.00
20260828,000218,15,1,422278902,100.00
20260828,000218,16,0,0,0.00
20260828,000218,17,1,422278902,100.00
20260828,000560,1,0,0,0.00
20260828,000560,2,0,0,0.00
20260828,000560,3,0,0,0.00
20260828,000560,4,0,0,0.00
20260828,000560,5,0,0,0.00
20260828,000560,6,0,0,0.00
20260828,000560,7,0,0,0.00
20260828,000560,8,0,0,0.00
20260828,000560,9,0,0,0.00
20260828,000560,10,0,0,0.00
20260828,000560,11,0,0,0.00
20260828,000560,12,0,0,0.00
20260828,000560,13,0,0,0.00
20260828,000560,14,0,0,0.00
20260828,000560,15,1,29700000,100.00
20260828,000560,16,0,0,0.00
20260828,000560,17,1,29700000,100.00
20260828,000708,1,0,0,0.00
20260828,000708,2,0,0,0.00
20260828,000708,3,0,0,0.00
20260828,000708,4,0,0,0.00
20260828,000708,5,0,0,0.00
20260828,000708,6,0,0,0.00
20260828,000708,7,0,0,0.00
20260828,000708,8,0,0,0.00
20260828,000708,9,0,0,0.00
20260828,000708,10,0,0,0.00
20260828,000708,11,0,0,0.00
20260828,000708,12,0,0,0.00
20260828,000708,13,0,0,0.00
20260828,000708,14,0,0,0.00
20260828,000708,15,1,20200000,100.00
20260828,000708,16,0,0,0.00
20260828,000708,17,1,20200000,100.00
20260828,000779,1,0,0,0.00
20260828,000779,2,0,0,0.00
20260828,000779,3,0,0,0.00
20260828,000779,4,0,0,0.00
20260828,000779,5,0,0,0.00
20260828,000779,6,0,0,0.00
20260828,000779,7,0,0,0.00
20260828,000779,8,0,0,0.00
20260828,000779,9,0,0,0.00
20260828,000779,10,0,0,0.00
20260828,000779,11,0,0,0.00
20260828,000779,12,0,0,0.00
20260828,000779,13,0,0,0.00
20260828,000779,14,0,0,0.00
20260828,000779,15,1,1150000000,100.00
20260828,000779,16,0,0,0.00
20260828,000779,17,1,1150000000,100.00
20260828,000815,1,0,0,0.00
20260828,000815,2,0,0,0.00
20260828,000815,3,0,0,0.00
20260828,000815,4,0,0,0.00
20260828,000815,5,0,0,0.00
20260828,000815,6,0,0,0.00
20260828,000815,7,0,0,0.00
20260828,000815,8,0,0,0.00
20260828,000815,9,0,0,0.00
20260828,000815,10,0,0,0.00
20260828,000815,11,0,0,0.00
20260828,000815,12,0,0,0.00
20260828,000815,13,0,0,0.00
20260828,000815,14,0,0,0.00
20260828,000815,15,1,2505407068,100.00
20260828,000815,16,0,0,0.00
20260828,000815,17,1,2505407068,100.00
20260828,000856,1,0,0,0.00
20260828,000856,2,0,0,0.00
20260828,000856,3,0,0,0.00
20260828,000856,4,0,0,0.00
20260828,000856,5,0,0,0.00
20260828,000856,6,0,0,0.00
20260828,000856,7,0,0,0.00
20260828,000856,8,0,0,0.00
20260828,000856,9,0,0,0.00
20260828,000856,10,0,0,0.00
20260828,000856,11,0,0,0.00
20260828,000856,12,0,0,0.00
20260828,000856,13,0,0,0.00
20260828,000856,14,0,0,0.00
20260828,000856,15,1,323400000,100.00
20260828,000856,16,0,0,0.00
20260828,000856,17,1,323400000,100.00
20260828,00400A,1,13428,3684175,0.18
20260828,00400A,2,68506,166716534,8.43
20260828,00400A,3,21418,184474353,9.33
20260828,00400A,4,7010,91924175,4.65
20260828,00400A,5,6717,128336173,6.49
20260828,00400A,6,5793,154719440,7.82
20260828,00400A,7,2647,96593016,4.88
20260828,00400A,8,2706,130039484,6.58
20260828,00400A,9,3963,301918896,15.27
20260828,00400A,10,1535,221313673,11.19
20260828,00400A,11,467,132579600,6.70
20260828,00400A,12,109,53196711,2.69
20260828,00400A,13,26,18363011,0.92
20260828,00400A,14,26,23717000,1.20
20260828,00400A,15,51,268563759,13.59
20260828,00400A,16,0,0,0.00
20260828,00400A,17,134402,1976140000,100.00
20260828,00401A,1,1504,370530,0.15
20260828,00401A,2,9811,23675346,9.91
20260828,00401A,3,2981,26744903,11.19
20260828,00401A,4,693,9223585,3.86
20260828,00401A,5,855,16641276,6.96
20260828,00401A,6,623,17204207,7.20
20260828,00401A,7,235,8761723,3.66
20260828,00401A,8,350,17199070,7.19
20260828,00401A,9,422,34054829,14.25
20260828,00401A,10,105,15467134,6.47
20260828,00401A,11,35,10325000,4.32
20260828,00401A,12,9,4216458,1.76
20260828,00401A,13,3,2255000,0.94
20260828,00401A,14,2,1987095,0.83
