﻿資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260918,000218,1,0,0,0.00
20260918,000218,2,0,0,0.00
20260918,000218,3,0,0,0.00
20260918,000218,4,0,0,0.00
20260918,000218,5,0,0,0.00
20260918,000218,6,0,0,0.00
20260918,000218,7,0,0,0.00
20260918,000218,8,0,0,0.00
20260918,000218,9,0,0,0.00
20260918,000218,10,0,0,0.00
20260918,000218,11,0,0,0.00
20260918,000218,12,0,0,0.00
20260918,000218,13,0,0,0.00
20260918,000218,14,0,0,0.00
20260918,000218,15,1,422278902,100.00
20260918,000218,16,0,0,0.00
20260918,000218,17,1,422278902,100.00
20260918,000560,1,0,0,0.00
20260918,000560,2,0,0,0.00
20260918,000560,3,0,0,0.00
20260918,000560,4,0,0,0.00
20260918,000560,5,0,0,0.00
20260918,000560,6,0,0,0.00
20260918,000560,7,0,0,0.00
20260918,000560,8,0,0,0.00
20260918,000560,9,0,0,0.00
20260918,000560,10,0,0,0.00
20260918,000560,11,0,0,0.00
20260918,000560,12,0,0,0.00
20260918,000560,13,0,0,0.00
20260918,000560,14,0,0,0.00
20260918,000560,15,1,29700000,100.00
20260918,000560,16,0,0,0.00
20260918,000560,17,1,29700000,100.00
20260918,000708,1,0,0,0.00
20260918,000708,2,0,0,0.00
20260918,000708,3,0,0,0.00
20260918,000708,4,0,0,0.00
20260918,000708,5,0,0,0.00
20260918,000708,6,0,0,0.00
20260918,000708,7,0,0,0.00
20260918,000708,8,0,0,0.00
20260918,000708,9,0,0,0.00
20260918,000708,10,0,0,0.00
20260918,000708,11,0,0,0.00
20260918,000708,12,0,0,0.00
20260918,000708,13,0,0,0.00
20260918,000708,14,0,0,0.00
20260918,000708,15,1,20200000,100.00
20260918,000708,16,0,0,0.00
20260918,000708,17,1,20200000,100.00
20260918,000779,1,0,0,0.00
20260918,000779,2,0,0,0.00
20260918,000779,3,0,0,0.00
20260918,000779,4,0,0,0.00
20260918,000779,5,0,0,0.00
20260918,000779,6,0,0,0.00
20260918,000779,7,0,0,0.00
20260918,000779,8,0,0,0.00
20260918,000779,9,0,0,0.00
20260918,000779,10,0,0,0.00
20260918,000779,11,0,0,0.00
20260918,000779,12,0,0,0.00
20260918,000779,13,0,0,0.00
20260918,000779,14,0,0,0.00
20260918,000779,15,1,1150000000,100.00
20260918,000779,16,0,0,0.00
20260918,000779,17,1,1150000000,100.00
20260918,000815,1,0,0,0.00
20260918,000815,2,0,0,0.00
20260918,000815,3,0,0,0.00
20260918,000815,4,0,0,0.00
20260918,000815,5,0,0,0.00
20260918,000815,6,0,0,0.00
20260918,000815,7,0,0,0.00
20260918,000815,8,0,0,0.00
20260918,000815,9,0,0,0.00
20260918,000815,10,0,0,0.00
20260918,000815,11,0,0,0.00
20260918,000815,12,0,0,0.00
20260918,000815,13,0,0,0.00
20260918,000815,14,0,0,0.00
20260918,000815,15,1,2505407068,100.00
20260918,000815,16,0,0,0.00
20260918,000815,17,1,2505407068,100.00
20260918,000856,1,0,0,0.00
20260918,000856,2,0,0,0.00
20260918,000856,3,0,0,0.00
20260918,000856,4,0,0,0.00
20260918,000856,5,0,0,0.00
20260918,000856,6,0,0,0.00
20260918,000856,7,0,0,0.00
20260918,000856,8,0,0,0.00
20260918,000856,9,0,0,0.00
20260918,000856,10,0,0,0.00
20260918,000856,11,0,0,0.00
20260918,000856,12,0,0,0.00
20260918,000856,13,0,0,0.00
20260918,000856,14,0,0,0.00
20260918,000856,15,1,323400000,100.00
20260918,000856,16,0,0,0.00
20260918,000856,17,1,323400000,100.00
20260918,00400A,1,14926,3960511,0.20
20260918,00400A,2,68654,167022609,8.73
20260918,00400A,3,21525,184863689,9.66
20260918,00400A,4,7065,92180520,4.82
20260918,00400A,5,6781,129313254,6.76
20260918,00400A,6,5926,157736010,8.24
20260918,00400A,7,2691,98012974,5.12
20260918,00400A,8,2682,128807134,6.73
20260918,00400A,9,3974,302689490,15.82
20260918,00400A,10,1552,224467254,11.73
20260918,00400A,11,477,135486495,7.08
20260918,00400A,12,112,54692588,2.86
20260918,00400A,13,32,22601735,1.18
20260918,00400A,14,25,23042000,1.20
20260918,00400A,15,47,187263737,9.79
20260918,00400A,16,0,0,0.00
20260918,00400A,17,136469,1912140000,100.00
20260918,00401A,1,1614,392103,0.14
20260918,00401A,2,9835,23666808,9.03
20260918,00401A,3,3017,26856738,10.25
20260918,00401A,4,778,10239554,3.90
20260918,00401A,5,918,17769880,6.78
20260918,00401A,6,638,17473718,6.67
20260918,00401A,7,261,9607200,3.66
20260918,00401A,8,366,17912983,6.83
20260918,00401A,9,459,36947518,14.10
20260918,00401A,10,147,21358267,8.15
20260918,00401A,11,48,13693434,5.22
20260918,00401A,12,10,4722094,1.80
20260918,00401A,13,1,667000,0.25
20260918,00401A,14,4,3676000,1.40
20260918,00401A,15,19,56911703,21.73
20260918,00401A,16,0,0,0.00
20260918,00401A,17,18115,261895000,100.00
20260918,00402A,1,2131,609990,0.08
20260918,00402A,2,24906,64754844,9.26
20260918,00402A,3,8646,77245909,11.05
20260918,00402A,4,2300,30529563,4.36
20260918,00402A,5,2694,52444158,7.50
20260918,00402A,6,2064,56666744,8.11
20260918,00402A,7,678,25027909,3.58
20260918,00402A,8,1073,52723493,7.54
20260918,00402A,9,1180,97531185,13.96
20260918,00402A,10,386,59972049,8.58
20260918,00402A,11,121,36021825,5.15
20260918,00402A,12,53,27065003,3.87
20260918,00402A,13,13,9042504,1.29
20260918,00402A,14,15,14371109,2.05
20260918,00402A,15,17,94620715,13.54
20260918,00402A,16,0,0,0.00
20260918,00402A,17,46277,698627000,100.00
20260918,00403A,1,53058,15977229,0.10
20260918,00403A,2,442724,1144609035,7.64
20260918,00403A,3,162904,1402124305,9.36
20260918,00403A,4,57809,763502144,5.10
20260918,00403A,5,55943,1071091434,7.15
20260918,00403A,6,48114,1287786245,8.60
20260918,00403A,7,22181,813997115,5.43
20260918,00403A,8,21162,1020316386,6.81
20260918,00403A,9,31362,2398591954,16.02
20260918,00403A,10,11745,1702921368,11.37
20260918,00403A,11,3753,1061575174,7.09
20260918,00403A,12,892,444818585,2.97
20260918,00403A,13,263,186060224,1.24
20260918,00403A,14,202,192392000,1.28
20260918,00403A,15,321,1460763802,9.76
20260918,00403A,16,2,8000,0.00
20260918,00403A,17,912433,14966519000,100.00
20260918,00404A,1,1297,375672,0.08
20260918,00404A,2,15005,39491516,8.81
20260918,00404A,3,6093,54346449,12.13
20260918,00404A,4,1658,22034034,4.92
20260918,00404A,5,1991,38735038,8.65
20260918,00404A,6,1517,41468265,9.26
20260918,00404A,7,602,22362936,4.99
20260918,00404A,8,774,37836485,8.44
20260918,00404A,9,828,63665486,14.21
20260918,00404A,10,271,40385876,9.01
20260918,00404A,11,78,22474724,5.01
20260918,00404A,12,27,13454000,3.00
20260918,00404A,13,2,1390000,0.31
20260918,00404A,14,4,4000000,0.89
20260918,00404A,15,15,45774519,10.22
20260918,00404A,16,0,0,0.00
20260918,00404A,17,30162,447795000,100.00
20260918,00405A,1,6257,1881686,0.06
20260918,00405A,2,65790,173676891,5.63
20260918,00405A,3,27685,239613036,7.76
20260918,00405A,4,10134,134535838,4.36
20260918,00405A,5,10559,202461715,6.56
20260918,00405A,6,9291,250407341,8.11
20260918,00405A,7,4334,159092811,5.15
20260918,00405A,8,4472,216461473,7.01
20260918,00405A,9,6706,518715466,16.81
20260918,00405A,10,2671,393828913,12.76
20260918,00405A,11,861,242959798,7.87
20260918,00405A,12,205,102007141,3.30
20260918,00405A,13,68,48525000,1.57
20260918,00405A,14,48,45995750,1.49
20260918,00405A,15,102,354582141,11.49
20260918,00405A,16,0,0,0.00
20260918,00405A,17,149183,3084745000,100.00
20260918,00406A,1,7390,2282544,0.05
20260918,00406A,2,71704,190330414,4.28
20260918,00406A,3,32230,280457591,6.31
20260918,00406A,4,11700,154671367,3.48
20260918,00406A,5,12698,243420229,5.47
20260918,00406A,6,11488,307399103,6.91
20260918,00406A,7,5982,219694145,4.94
20260918,00406A,8,5734,275233957,6.19
20260918,00406A,9,10231,782479380,17.60
20260918,00406A,10,4844,697062133,15.68
20260918,00406A,11,1981,555179364,12.49
20260918,00406A,12,575,285069963,6.41
20260918,00406A,13,204,144612540,3.25
20260918,00406A,14,118,109126900,2.45
20260918,00406A,15,190,446386006,10.04
20260918,00406A,16,9,248843636,5.59
20260918,00406A,17,177069,4444562000,100.00
20260918,00407A,1,6596,2011934,0.07
20260918,00407A,2,63617,164994610,6.43
20260918,00407A,3,23894,206777322,8.06
20260918,00407A,4,8328,110234921,4.29
20260918,00407A,5,8265,158491189,6.17
20260918,00407A,6,7107,191634027,7.47
20260918,00407A,7,3187,117047859,4.56
20260918,00407A,8,3220,155627699,6.06
20260918,00407A,9,4935,379748918,14.80
20260918,00407A,10,1919,280173561,10.92
20260918,00407A,11,670,191216877,7.45
20260918,00407A,12,196,98916097,3.85
20260918,00407A,13,50,34926913,1.36
20260918,00407A,14,44,41906827,1.63
20260918,00407A,15,74,431030246,16.80
20260918,00407A,16,0,0,0.00
20260918,00407A,17,132102,2564739000,100.00
20260918,00408A,1,534,135563,0.09
20260918,00408A,2,4561,11431900,7.79
20260918,00408A,3,1410,12792903,8.72
20260918,00408A,4,291,3894450,2.65
20260918,00408A,5,498,9783721,6.67
20260918,00408A,6,305,8453593,5.76
20260918,00408A,7,87,3207250,2.18
20260918,00408A,8,223,10985000,7.49
20260918,00408A,9,239,20803156,14.18
20260918,00408A,10,80,13887000,9.47
20260918,00408A,11,24,7025000,4.79
20260918,00408A,12,15,7906000,5.39
20260918,00408A,13,5,3685000,2.51
20260918,00408A,14,5,4862000,3.31
20260918,00408A,15,9,27781464,18.94
20260918,00408A,16,0,0,0.00
20260918,00408A,17,8286,146634000,100.00
20260918,00409A,1,1732,484257,0.02
20260918,00409A,2,20737,56256123,3.13
20260918,00409A,3,9734,89317935,4.97
20260918,00409A,4,2456,33516735,1.86
20260918,00409A,5,4285,84437618,4.70
20260918,00409A,6,3283,92806433,5.16
20260918,00409A,7,1077,40223953,2.23
20260918,00409A,8,2496,123631378,6.88
20260918,00409A,9,2943,252411013,14.05
20260918,00409A,10,1167,190655743,10.61
20260918,00409A,11,494,145816694,8.11
20260918,00409A,12,234,119708600,6.66
20260918,00409A,13,33,23832000,1.32
20260918,00409A,14,91,89666000,4.99
20260918,00409A,15,120,453683518,25.25
20260918,00409A,16,0,0,0.00
20260918,00409A,17,50882,1796448000,100.00
20260918,00410A,1,1144,307415,0.19
20260918,00410A,2,5523,13301324,8.47
20260918,00410A,3,1571,14193649,9.04
20260918,00410A,4,373,5006355,3.19
20260918,00410A,5,434,8402878,5.35
20260918,00410A,6,329,9211388,5.87
20260918,00410A,7,129,4822800,3.07
20260918,00410A,8,181,8890320,5.66
20260918,00410A,9,252,21342652,13.60
20260918,00410A,10,94,14589100,9.30
20260918,00410A,11,34,10201541,6.50
20260918,00410A,12,13,6477000,4.12
20260918,00410A,13,1,732000,0.46
20260918,00410A,14,4,3900517,2.48
20260918,00410A,15,12,35481061,22.61
20260918,00410A,16,0,0,0.00
20260918,00410A,17,10094,156860000,100.00
20260918,00411A,1,1005,256716,0.04
20260918,00411A,2,9133,24158238,4.30
20260918,00411A,3,4249,39707445,7.08
20260918,00411A,4,862,11751109,2.09
20260918,00411A,5,1747,34468439,6.14
20260918,00411A,6,1310,37477554,6.68
20260918,00411A,7,378,14299880,2.55
20260918,00411A,8,987,48971701,8.73
20260918,00411A,9,1125,97032582,17.30
20260918,00411A,10,331,54186151,9.66
20260918,00411A,11,120,35567000,6.34
20260918,00411A,12,56,28515000,5.08
20260918,00411A,13,9,6533427,1.16
20260918,00411A,14,17,16781000,2.99
20260918,00411A,15,24,110869758,19.77
20260918,00411A,16,0,0,0.00
20260918,00411A,17,21353,560576000,100.00
20260918,0050  ,1,1538007,446965916,2.02
20260918,0050  ,2,1324566,3017164604,13.68
20260918,0050  ,3,330544,2426015612,11.00
20260918,0050  ,4,133835,1655578111,7.50
20260918,0050  ,5,72938,1288360747,5.84
20260918,0050  ,6,67837,1671042104,7.57
20260918,0050  ,7,32406,1132290976,5.13
20260918,0050  ,8,18012,813181373,3.68
20260918,0050  ,9,29584,2030397314,9.20
20260918,0050  ,10,9583,1284775566,5.82
20260918,0050  ,11,2507,671357900,3.04
20260918,0050  ,12,449,216664988,0.98
20260918,0050  ,13,132,91503410,0.41
20260918,0050  ,14,61,55316187,0.25
20260918,0050  ,15,270,5253886192,23.82
20260918,0050  ,16,1,1000,0.00
20260918,0050  ,17,3560731,22054500000,100.00
20260918,0051  ,1,7513,1476105,5.90
20260918,0051  ,2,4431,8862859,35.45
20260918,0051  ,3,477,3433608,13.73
20260918,0051  ,4,150,1855075,7.42
20260918,0051  ,5,68,1221617,4.88
20260918,0051  ,6,46,1162240,4.64
20260918,0051  ,7,20,702299,2.80
20260918,0051  ,8,9,403318,1.61
20260918,0051  ,9,14,892000,3.56
20260918,0051  ,10,9,1178017,4.71
20260918,0051  ,11,1,387953,1.55
20260918,0051  ,12,2,1161128,4.64
20260918,0051  ,13,3,2263781,9.05
20260918,0051  ,14,0,0,0.00
20260918,0051  ,15,0,0,0.00
20260918,0051  ,16,0,0,0.00
20260918,0051  ,17,12743,25000000,100.00
20260918,0052  ,1,129938,37736696,1.47
20260918,0052  ,2,237417,509069583,19.95
20260918,0052  ,3,47546,367876072,14.42
20260918,0052  ,4,15863,202280967,7.93
20260918,0052  ,5,8506,155021105,6.07
20260918,0052  ,6,7646,192010530,7.52
20260918,0052  ,7,3184,112551271,4.41
20260918,0052  ,8,1855,85426519,3.34
20260918,0052  ,9,2870,201663605,7.90
20260918,0052  ,10,816,111759708,4.38
20260918,0052  ,11,220,62088323,2.43
20260918,0052  ,12,53,25017976,0.98
20260918,0052  ,13,23,15710145,0.61
20260918,0052  ,14,16,14204147,0.55
20260918,0052  ,15,69,458083353,17.96
20260918,0052  ,16,0,0,0.00
20260918,0052  ,17,456022,2550500000,100.00
20260918,0053  ,1,6183,776954,7.40
20260918,0053  ,2,999,1778674,16.95
20260918,0053  ,3,81,645062,6.15
20260918,0053  ,4,13,166428,1.58
20260918,0053  ,5,16,304000,2.89
20260918,0053  ,6,4,107000,1.02
20260918,0053  ,7,2,63000,0.60
