﻿資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260424,000218,1,0,0,0.00
20260424,000218,2,0,0,0.00
20260424,000218,3,0,0,0.00
20260424,000218,4,0,0,0.00
20260424,000218,5,0,0,0.00
20260424,000218,6,0,0,0.00
20260424,000218,7,0,0,0.00
20260424,000218,8,0,0,0.00
20260424,000218,9,0,0,0.00
20260424,000218,10,0,0,0.00
20260424,000218,11,0,0,0.00
20260424,000218,12,0,0,0.00
20260424,000218,13,0,0,0.00
20260424,000218,14,0,0,0.00
20260424,000218,15,1,422278902,100.00
20260424,000218,16,0,0,0.00
20260424,000218,17,1,422278902,100.00
20260424,000560,1,0,0,0.00
20260424,000560,2,0,0,0.00
20260424,000560,3,0,0,0.00
20260424,000560,4,0,0,0.00
20260424,000560,5,0,0,0.00
20260424,000560,6,0,0,0.00
20260424,000560,7,0,0,0.00
20260424,000560,8,0,0,0.00
20260424,000560,9,0,0,0.00
20260424,000560,10,0,0,0.00
20260424,000560,11,0,0,0.00
20260424,000560,12,0,0,0.00
20260424,000560,13,0,0,0.00
20260424,000560,14,0,0,0.00
20260424,000560,15,1,29700000,100.00
20260424,000560,16,0,0,0.00
20260424,000560,17,1,29700000,100.00
20260424,000708,1,0,0,0.00
20260424,000708,2,0,0,0.00
20260424,000708,3,0,0,0.00
20260424,000708,4,0,0,0.00
20260424,000708,5,0,0,0.00
20260424,000708,6,0,0,0.00
20260424,000708,7,0,0,0.00
20260424,000708,8,0,0,0.00
20260424,000708,9,0,0,0.00
20260424,000708,10,0,0,0.00
20260424,000708,11,0,0,0.00
20260424,000708,12,0,0,0.00
20260424,000708,13,0,0,0.00
20260424,000708,14,0,0,0.00
20260424,000708,15,1,20200000,100.00
20260424,000708,16,0,0,0.00
20260424,000708,17,1,20200000,100.00
20260424,000779,1,0,0,0.00
20260424,000779,2,0,0,0.00
20260424,000779,3,0,0,0.00
20260424,000779,4,0,0,0.00
20260424,000779,5,0,0,0.00
20260424,000779,6,0,0,0.00
20260424,000779,7,0,0,0.00
20260424,000779,8,0,0,0.00
20260424,000779,9,0,0,0.00
20260424,000779,10,0,0,0.00
20260424,000779,11,0,0,0.00
20260424,000779,12,0,0,0.00
20260424,000779,13,0,0,0.00
20260424,000779,14,0,0,0.00
20260424,000779,15,1,1150000000,100.00
20260424,000779,16,0,0,0.00
20260424,000779,17,1,1150000000,100.00
20260424,000815,1,0,0,0.00
20260424,000815,2,0,0,0.00
20260424,000815,3,0,0,0.00
20260424,000815,4,0,0,0.00
20260424,000815,5,0,0,0.00
20260424,000815,6,0,0,0.00
20260424,000815,7,0,0,0.00
20260424,000815,8,0,0,0.00
20260424,000815,9,0,0,0.00
20260424,000815,10,0,0,0.00
20260424,000815,11,0,0,0.00
20260424,000815,12,0,0,0.00
20260424,000815,13,0,0,0.00
20260424,000815,14,0,0,0.00
20260424,000815,15,1,2505407068,100.00
20260424,000815,16,0,0,0.00
20260424,000815,17,1,2505407068,100.00
20260424,000856,1,0,0,0.00
20260424,000856,2,0,0,0.00
20260424,000856,3,0,0,0.00
20260424,000856,4,0,0,0.00
20260424,000856,5,0,0,0.00
20260424,000856,6,0,0,0.00
20260424,000856,7,0,0,0.00
20260424,000856,8,0,0,0.00
20260424,000856,9,0,0,0.00
20260424,000856,10,0,0,0.00
20260424,000856,11,0,0,0.00
20260424,000856,12,0,0,0.00
20260424,000856,13,0,0,0.00
20260424,000856,14,0,0,0.00
20260424,000856,15,1,231800000,100.00
20260424,000856,16,0,0,0.00
20260424,000856,17,1,231800000,100.00
20260424,00400A,1,6250,1670221,0.12
20260424,00400A,2,53343,132439146,9.78
20260424,00400A,3,16399,147474770,10.89
20260424,00400A,4,3972,53466732,3.94
20260424,00400A,5,5273,102904996,7.59
20260424,00400A,6,3813,105363809,7.78
20260424,00400A,7,1459,54823211,4.04
20260424,00400A,8,2233,109567219,8.09
20260424,00400A,9,2696,219688363,16.22
20260424,00400A,10,947,146185720,10.79
20260424,00400A,11,315,91900622,6.78
20260424,00400A,12,81,40286355,2.97
20260424,00400A,13,25,17924194,1.32
20260424,00400A,14,18,17327000,1.27
20260424,00400A,15,30,121823131,8.99
20260424,00400A,16,2,8705489,0.64
20260424,00400A,17,96854,1354140000,100.00
20260424,00401A,1,832,181793,0.07
20260424,00401A,2,9380,23416099,9.22
20260424,00401A,3,3064,28401643,11.18
20260424,00401A,4,560,7573918,2.98
20260424,00401A,5,1015,19993675,7.87
20260424,00401A,6,706,20077303,7.90
20260424,00401A,7,217,8166980,3.21
20260424,00401A,8,460,22797000,8.97
20260424,00401A,9,466,40142396,15.81
20260424,00401A,10,145,23347694,9.19
20260424,00401A,11,40,11626000,4.57
20260424,00401A,12,12,5849000,2.30
20260424,00401A,13,4,2696000,1.06
20260424,00401A,14,6,5454756,2.14
20260424,00401A,15,10,34170743,13.45
20260424,00401A,16,0,0,0.00
20260424,00401A,17,16917,253895000,100.00
20260424,0050  ,1,1114076,324784828,1.76
20260424,0050  ,2,1064226,2436311050,13.21
