﻿資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260807,000218,1,0,0,0.00
20260807,000218,2,0,0,0.00
20260807,000218,3,0,0,0.00
20260807,000218,4,0,0,0.00
20260807,000218,5,0,0,0.00
20260807,000218,6,0,0,0.00
20260807,000218,7,0,0,0.00
20260807,000218,8,0,0,0.00
20260807,000218,9,0,0,0.00
20260807,000218,10,0,0,0.00
20260807,000218,11,0,0,0.00
20260807,000218,12,0,0,0.00
20260807,000218,13,0,0,0.00
20260807,000218,14,0,0,0.00
20260807,000218,15,1,422278902,100.00
20260807,000218,16,0,0,0.00
20260807,000218,17,1,422278902,100.00
20260807,000560,1,0,0,0.00
20260807,000560,2,0,0,0.00
20260807,000560,3,0,0,0.00
20260807,000560,4,0,0,0.00
20260807,000560,5,0,0,0.00
20260807,000560,6,0,0,0.00
20260807,000560,7,0,0,0.00
20260807,000560,8,0,0,0.00
20260807,000560,9,0,0,0.00
20260807,000560,10,0,0,0.00
20260807,000560,11,0,0,0.00
20260807,000560,12,0,0,0.00
20260807,000560,13,0,0,0.00
20260807,000560,14,0,0,0.00
20260807,000560,15,1,29700000,100.00
20260807,000560,16,0,0,0.00
20260807,000560,17,1,29700000,100.00
20260807,000708,1,0,0,0.00
20260807,000708,2,0,0,0.00
20260807,000708,3,0,0,0.00
20260807,000708,4,0,0,0.00
20260807,000708,5,0,0,0.00
20260807,000708,6,0,0,0.00
20260807,000708,7,0,0,0.00
20260807,000708,8,0,0,0.00
20260807,000708,9,0,0,0.00
20260807,000708,10,0,0,0.00
20260807,000708,11,0,0,0.00
20260807,000708,12,0,0,0.00
20260807,000708,13,0,0,0.00
20260807,000708,14,0,0,0.00
20260807,000708,15,1,20200000,100.00
20260807,000708,16,0,0,0.00
20260807,000708,17,1,20200000,100.00
20260807,000779,1,0,0,0.00
20260807,000779,2,0,0,0.00
20260807,000779,3,0,0,0.00
20260807,000779,4,0,0,0.00
20260807,000779,5,0,0,0.00
20260807,000779,6,0,0,0.00
20260807,000779,7,0,0,0.00
20260807,000779,8,0,0,0.00
20260807,000779,9,0,0,0.00
20260807,000779,10,0,0,0.00
20260807,000779,11,0,0,0.00
20260807,000779,12,0,0,0.00
20260807,000779,13,0,0,0.00
20260807,000779,14,0,0,0.00
20260807,000779,15,1,1150000000,100.00
20260807,000779,16,0,0,0.00
20260807,000779,17,1,1150000000,100.00
20260807,000815,1,0,0,0.00
20260807,000815,2,0,0,0.00
20260807,000815,3,0,0,0.00
20260807,000815,4,0,0,0.00
20260807,000815,5,0,0,0.00
20260807,000815,6,0,0,0.00
20260807,000815,7,0,0,0.00
20260807,000815,8,0,0,0.00
20260807,000815,9,0,0,0.00
20260807,000815,10,0,0,0.00
20260807,000815,11,0,0,0.00
20260807,000815,12,0,0,0.00
20260807,000815,13,0,0,0.00
20260807,000815,14,0,0,0.00
20260807,000815,15,1,2505407068,100.00
20260807,000815,16,0,0,0.00
20260807,000815,17,1,2505407068,100.00
20260807,000856,1,0,0,0.00
20260807,000856,2,0,0,0.00
20260807,000856,3,0,0,0.00
20260807,000856,4,0,0,0.00
20260807,000856,5,0,0,0.00
20260807,000856,6,0,0,0.00
20260807,000856,7,0,0,0.00
20260807,000856,8,0,0,0.00
20260807,000856,9,0,0,0.00
20260807,000856,10,0,0,0.00
20260807,000856,11,0,0,0.00
20260807,000856,12,0,0,0.00
20260807,000856,13,0,0,0.00
20260807,000856,14,0,0,0.00
20260807,000856,15,1,323400000,100.00
20260807,000856,16,0,0,0.00
20260807,000856,17,1,323400000,100.00
20260807,00400A,1,12036,3524350,0.16
20260807,00400A,2,71023,173968606,8.14
20260807,00400A,3,22535,194053903,9.08
20260807,00400A,4,7384,96816623,4.53
20260807,00400A,5,7159,136710294,6.39
20260807,00400A,6,6150,163855996,7.66
20260807,00400A,7,2894,105659004,4.94
20260807,00400A,8,2912,139845302,6.54
20260807,00400A,9,4264,324357742,15.18
20260807,00400A,10,1664,240943245,11.27
20260807,00400A,11,518,148549086,6.95
20260807,00400A,12,106,52059667,2.43
20260807,00400A,13,35,24538100,1.14
20260807,00400A,14,26,24196000,1.13
20260807,00400A,15,55,307562082,14.39
20260807,00400A,16,0,0,0.00
20260807,00400A,17,138761,2136640000,100.00
20260807,00401A,1,1410,357476,0.16
20260807,00401A,2,9729,23585821,10.72
20260807,00401A,3,2905,26152820,11.89
20260807,00401A,4,650,8657729,3.93
20260807,00401A,5,851,16572433,7.53
