﻿資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260417,000218,1,0,0,0.00
20260417,000218,2,0,0,0.00
20260417,000218,3,0,0,0.00
20260417,000218,4,0,0,0.00
20260417,000218,5,0,0,0.00
20260417,000218,6,0,0,0.00
20260417,000218,7,0,0,0.00
20260417,000218,8,0,0,0.00
20260417,000218,9,0,0,0.00
20260417,000218,10,0,0,0.00
20260417,000218,11,0,0,0.00
20260417,000218,12,0,0,0.00
20260417,000218,13,0,0,0.00
20260417,000218,14,0,0,0.00
20260417,000218,15,1,422278902,100.00
20260417,000218,16,0,0,0.00
20260417,000218,17,1,422278902,100.00
20260417,000560,1,0,0,0.00
20260417,000560,2,0,0,0.00
20260417,000560,3,0,0,0.00
20260417,000560,4,0,0,0.00
20260417,000560,5,0,0,0.00
20260417,000560,6,0,0,0.00
20260417,000560,7,0,0,0.00
20260417,000560,8,0,0,0.00
20260417,000560,9,0,0,0.00
20260417,000560,10,0,0,0.00
20260417,000560,11,0,0,0.00
20260417,000560,12,0,0,0.00
20260417,000560,13,0,0,0.00
20260417,000560,14,0,0,0.00
20260417,000560,15,1,29700000,100.00
20260417,000560,16,0,0,0.00
20260417,000560,17,1,29700000,100.00
20260417,000708,1,0,0,0.00
20260417,000708,2,0,0,0.00
20260417,000708,3,0,0,0.00
20260417,000708,4,0,0,0.00
20260417,000708,5,0,0,0.00
20260417,000708,6,0,0,0.00
20260417,000708,7,0,0,0.00
20260417,000708,8,0,0,0.00
20260417,000708,9,0,0,0.00
20260417,000708,10,0,0,0.00
20260417,000708,11,0,0,0.00
20260417,000708,12,0,0,0.00
20260417,000708,13,0,0,0.00
20260417,000708,14,0,0,0.00
20260417,000708,15,1,20200000,100.00
20260417,000708,16,0,0,0.00
20260417,000708,17,1,20200000,100.00
20260417,000779,1,0,0,0.00
20260417,000779,2,0,0,0.00
20260417,000779,3,0,0,0.00
20260417,000779,4,0,0,0.00
20260417,000779,5,0,0,0.00
20260417,000779,6,0,0,0.00
20260417,000779,7,0,0,0.00
20260417,000779,8,0,0,0.00
20260417,000779,9,0,0,0.00
20260417,000779,10,0,0,0.00
20260417,000779,11,0,0,0.00
20260417,000779,12,0,0,0.00
20260417,000779,13,0,0,0.00
20260417,000779,14,0,0,0.00
20260417,000779,15,1,1150000000,100.00
20260417,000779,16,0,0,0.00
20260417,000779,17,1,1150000000,100.00
20260417,000815,1,0,0,0.00
20260417,000815,2,0,0,0.00
20260417,000815,3,0,0,0.00
20260417,000815,4,0,0,0.00
20260417,000815,5,0,0,0.00
20260417,000815,6,0,0,0.00
20260417,000815,7,0,0,0.00
20260417,000815,8,0,0,0.00
20260417,000815,9,0,0,0.00
20260417,000815,10,0,0,0.00
20260417,000815,11,0,0,0.00
20260417,000815,12,0,0,0.00
20260417,000815,13,0,0,0.00
20260417,000815,14,0,0,0.00
20260417,000815,15,1,692412444,100.00
20260417,000815,16,0,0,0.00
20260417,000815,17,1,692412444,100.00
20260417,000856,1,0,0,0.00
20260417,000856,2,0,0,0.00
20260417,000856,3,0,0,0.00
20260417,000856,4,0,0,0.00
20260417,000856,5,0,0,0.00
20260417,000856,6,0,0,0.00
20260417,000856,7,0,0,0.00
20260417,000856,8,0,0,0.00
20260417,000856,9,0,0,0.00
20260417,000856,10,0,0,0.00
20260417,000856,11,0,0,0.00
20260417,000856,12,0,0,0.00
20260417,000856,13,0,0,0.00
20260417,000856,14,0,0,0.00
20260417,000856,15,1,231800000,100.00
20260417,000856,16,0,0,0.00
20260417,000856,17,1,231800000,100.00
20260417,00400A,1,3370,827296,0.09
20260417,00400A,2,33049,82778216,9.44
20260417,00400A,3,10477,97082265,11.07
20260417,00400A,4,2002,27469593,3.13
20260417,00400A,5,3480,68621136,7.82
20260417,00400A,6,2472,69974146,7.98
20260417,00400A,7,784,29663605,3.38
20260417,00400A,8,1755,86799011,9.90
20260417,00400A,9,1746,148764287,16.96
20260417,00400A,10,590,94967595,10.83
20260417,00400A,11,199,58430180,6.66
20260417,00400A,12,69,34552000,3.94
20260417,00400A,13,9,6735000,0.76
20260417,00400A,14,13,12854000,1.46
20260417,00400A,15,21,69473860,7.92
20260417,00400A,16,3,12352190,1.40
20260417,00400A,17,60036,876640000,100.00
20260417,00401A,1,551,113378,0.04
20260417,00401A,2,7327,18478020,7.60
20260417,00401A,3,2585,24300625,10.00
20260417,00401A,4,413,5676428,2.33
20260417,00401A,5,858,17001580,6.99
20260417,00401A,6,643,18365715,7.56
20260417,00401A,7,166,6284368,2.58
20260417,00401A,8,484,24058000,9.90
20260417,00401A,9,426,37813630,15.56
20260417,00401A,10,122,20234000,8.33
20260417,00401A,11,33,9883000,4.06
20260417,00401A,12,11,5718000,2.35
20260417,00401A,13,5,3534000,1.45
20260417,00401A,14,2,2000000,0.82
20260417,00401A,15,13,49434256,20.35
20260417,00401A,16,0,0,0.00
20260417,00401A,17,13639,242895000,100.00
20260417,0050  ,1,1102342,323003419,1.75
20260417,0050  ,2,1058875,2426702762,13.19
20260417,0050  ,3,264788,1954475148,10.62
20260417,0050  ,4,105196,1304179311,7.08
20260417,0050  ,5,59677,1056400647,5.74
20260417,0050  ,6,53751,1327510402,7.21
20260417,0050  ,7,26189,918450633,4.99
20260417,0050  ,8,14331,648540582,3.52
20260417,0050  ,9,24114,1660327089,9.02
20260417,0050  ,10,7706,1043247980,5.67
20260417,0050  ,11,2098,562039892,3.05
20260417,0050  ,12,389,187912654,1.02
20260417,0050  ,13,121,83068894,0.45
20260417,0050  ,14,59,52820555,0.28
20260417,0050  ,15,241,4846831922,26.34
